time_ms, meas_time_ms, frame_id, lin_x_m, lin_y_m, lin_z_m, ang_h_rad, ang_p_rad, ang_s_rad, disc_index, player
3661.26162400, 3660.45052000, 1912, -0.201, -0.192, 0.730, 0.46502, 0.02758, -1.06055, 6, 1, 1
3663.26162400, 3662.36556800, 1913, -0.236, -0.184, 0.707, 0.46154, 0.00308, -1.08357, 6, 1, 1
3665.26162400, 3664.27968000, 1914, -0.322, -0.164, 0.655, 0.38876, -0.02477, -1.04158, 6, 1, 1
3666.26162400, 3666.19460000, 1915, -0.286, -0.172, 0.675, 0.36977, 0.01089, -1.03626, 6, 1, 1
3668.26162400, 3668.10862400, 1916, -0.264, -0.177, 0.687, 0.32888, 0.04063, -1.00677, 6, 1, 1
3670.26162400, 3670.02346400, 1917, -0.282, -0.172, 0.675, 0.28936, 0.04097, -1.00111, 6, 1, 1
3672.26162400, 3671.93762400, 1918, -0.362, -0.153, 0.626, 0.29941, -0.02186, -1.04808, 6, 1, 1
3674.26162400, 3673.85240800, 1919, -0.321, -0.162, 0.649, 0.33052, -0.00434, -1.09378, 6, 1, 1
3676.26162400, 3675.76654400, 1920, -0.374, -0.149, 0.616, 0.28687, -0.02762, -1.08109, 6, 1, 1
3678.26162400, 3677.68119200, 1921, -0.363, -0.151, 0.621, 0.37640, -0.05878, -1.19519, 6, 1, 1
3680.26162400, 3679.59532800, 1922, -0.341, -0.155, 0.632, 0.33771, -0.02264, -1.17061, 6, 1, 1
3682.26162400, 3681.50970400, 1923, -0.382, -0.145, 0.606, 0.41255, -0.10369, -1.28870, 6, 1, 1
3684.26162400, 3683.42448800, 1924, -0.316, -0.160, 0.645, 0.39948, -0.03750, -1.27102, 6, 1, 1
3686.26162400, 3685.33838400, 1925, -0.312, -0.160, 0.646, 0.28794, 0.01762, -1.16998, 6, 1, 1
3687.26162400, 3687.25348800, 1926, -0.340, -0.153, 0.628, 0.26327, 0.00469, -1.17717, 6, 1, 1
3689.26162400, 3689.16781600, 1927, -0.207, -0.184, 0.708, 0.27773, 0.09408, -1.18229, 6, 1, 1
3691.26162400, 3691.08238400, 1928, -0.240, -0.175, 0.687, 0.27123, 0.07590, -1.20405, 6, 1, 1
3693.26162400, 3692.99624800, 1929, -0.275, -0.167, 0.664, 0.22852, 0.05744, -1.18710, 6, 1, 1
3695.26162400, 3694.91070400, 1930, -0.341, -0.150, 0.622, 0.37933, -0.05494, -1.38480, 6, 1, 1
3701.26162400, 3700.65421600, 1933, -0.332, -0.150, 0.623, 0.27371, 0.00885, -1.33183, 6, 1, 1
3703.26162400, 3702.56952000, 1934, -0.352, -0.145, 0.610, 0.30833, -0.02177, -1.39367, 6, 1, 1
3705.26162400, 3704.48360000, 1935, -0.254, -0.166, 0.669, 0.44660, -0.03225, -1.54662, 6, 1, 1
3707.26162400, 3706.39764800, 1936, -0.124, -0.196, 0.748, 0.56596, -0.03641, -1.68529, 6, 1, 1
3709.26162400, 3708.31262400, 1937, -0.286, -0.158, 0.647, 0.32204, 0.02203, -1.44895, 6, 1, 1
3710.26162400, 3710.22684000, 1938, -0.354, -0.141, 0.603, 0.36609, -0.05763, -1.54071, 6, 1, 1
3712.26162400, 3712.14162400, 1939, -0.342, -0.143, 0.609, 0.23216, 0.01479, -1.42093, 6, 1, 1
3714.26162400, 3714.05556800, 1940, -0.342, -0.142, 0.608, 0.31821, -0.02329, -1.53104, 6, 1, 1
3716.26162400, 3715.97040800, 1941, -0.275, -0.158, 0.648, 0.28080, 0.04531, -1.49174, 6, 1, 1
3718.26162400, 3717.88448800, 1942, -0.322, -0.145, 0.617, 0.35744, -0.02832, -1.59875, 6, 1, 1
3720.26162400, 3719.79943200, 1943, -0.255, -0.160, 0.658, 0.40025, -0.00164, -1.65286, 6, 1, 1
3722.26162400, 3721.71360000, 1944, -0.221, -0.168, 0.678, 0.41297, 0.01207, -1.68644, 6, 1, 1
3724.26162400, 3723.62835200, 1945, -0.051, -0.207, 0.783, 0.59729, 0.00138, -1.89144, 6, 1, 1
3726.26162400, 3725.54216800, 1946, -0.197, -0.171, 0.690, 0.44048, 0.01243, -1.74601, 6, 1, 1
3728.26162400, 3727.45662400, 1947, -0.227, -0.163, 0.670, 0.41693, 0.00706, -1.74976, 6, 1, 1
3730.26162400, 3729.37156800, 1948, -0.351, -0.133, 0.591, 0.31575, -0.02467, -1.69064, 6, 1, 1
3732.26162400, 3731.28564800, 1949, -0.193, -0.170, 0.689, 0.44098, 0.01803, -1.81507, 6, 1, 1
3733.26162400, 3733.20064800, 1950, -0.210, -0.165, 0.677, 0.43960, 0.00944, -1.83217, 6, 1, 1
3735.26162400, 3735.11538400, 1951, -0.279, -0.147, 0.632, 0.36332, 0.00832, -1.78603, 6, 1, 1
3737.26162400, 3737.02962400, 1952, -0.248, -0.154, 0.650, 0.39205, 0.01469, -1.82601, 6, 1, 1
3739.26162400, 3738.94343200, 1953, -0.095, -0.191, 0.746, 0.42710, 0.08243, -1.85275, 6, 1, 1
3741.26162400, 3740.85840800, 1954, -0.138, -0.180, 0.718, 0.39418, 0.07897, -1.84638, 6, 1, 1
3743.26162400, 3742.77252000, 1955, -0.118, -0.184, 0.729, 0.44081, 0.06766, -1.91293, 6, 1, 1
3745.26162400, 3744.68764800, 1956, -0.218, -0.158, 0.664, 0.41679, 0.02500, -1.93091, 6, 1, 1
3747.26162400, 3746.60146400, 1957, -0.293, -0.138, 0.614, 0.37433, -0.00343, -1.91861, 6, 1, 1
3749.26162400, 3748.51635200, 1958, -0.234, -0.152, 0.651, 0.43470, 0.00963, -1.99862, 6, 1, 1
3751.26162400, 3750.43056800, 1959, -0.326, -0.128, 0.590, 0.31597, 0.00446, -1.91178, 6, 1, 1
3753.26162400, 3752.34456800, 1960, -0.326, -0.127, 0.589, 0.30885, 0.00949, -1.92541, 6, 1, 1
3754.26162400, 3754.25930400, 1961, -0.224, -0.152, 0.653, 0.37269, 0.04802, -1.98463, 6, 1, 1
3756.26162400, 3756.17364800, 1962, -0.267, -0.140, 0.624, 0.36230, 0.02947, -2.00280, 6, 1, 1
3758.26162400, 3758.08862400, 1963, -0.173, -0.163, 0.683, 0.39175, 0.07262, -2.03598, 6, 1, 1
3760.26162400, 3760.00330400, 1964, -0.194, -0.157, 0.669, 0.35980, 0.07413, -2.02646, 6, 1, 1
3762.26162400, 3761.91764800, 1965, -0.249, -0.141, 0.631, 0.44270, 0.00896, -2.15368, 6, 1, 1
3764.26162400, 3763.83211200, 1966, -0.345, -0.116, 0.567, 0.36999, -0.02447, -2.11804, 6, 1, 1
3766.26162400, 3765.74668000, 1967, -0.175, -0.159, 0.677, 0.42022, 0.06745, -2.15523, 6, 1, 1
3768.26162400, 3767.66038400, 1968, -0.239, -0.141, 0.633, 0.44223, 0.02124, -2.21258, 6, 1, 1
3770.26162400, 3769.57554400, 1969, -0.204, -0.150, 0.655, 0.36661, 0.07434, -2.14028, 6, 1, 1
3772.26162400, 3771.48952000, 1970, -0.120, -0.170, 0.709, 0.46514, 0.08741, -2.25156, 6, 1, 1
3774.26162400, 3773.40424800, 1971, -0.229, -0.141, 0.636, 0.43144, 0.03789, -2.26448, 6, 1, 1
3776.26162400, 3775.31846400, 1972, -0.358, -0.106, 0.549, 0.31352, -0.00133, -2.19362, 6, 1, 1
3777.26162400, 3777.23343200, 1973, -0.185, -0.151, 0.662, 0.36053, 0.09309, -2.21820, 6, 1, 1
3779.26162400, 3779.14743200, 1974, -0.188, -0.149, 0.659, 0.42139, 0.07264, -2.31194, 6, 1, 1
3781.26162400, 3781.06243200, 1975, -0.173, -0.153, 0.668, 0.28705, 0.12536, -2.18578, 6, 1, 1
3783.26162400, 3782.97662400, 1976, -0.216, -0.140, 0.637, 0.28357, 0.10408, -2.21513, 6, 1, 1
3785.26162400, 3784.89062400, 1977, -0.137, -0.160, 0.689, 0.32670, 0.13237, -2.26577, 6, 1, 1
3787.26162400, 3786.80560000, 1978, -0.208, -0.140, 0.640, 0.30629, 0.10368, -2.27958, 6, 1, 1
3789.26162400, 3788.71964800, 1979, -0.375, -0.094, 0.527, 0.27476, 0.00484, -2.31625, 6, 1, 1
3791.26162400, 3790.63448800, 1980, -0.141, -0.156, 0.682, 0.35248, 0.13111, -2.35572, 6, 1, 1
3793.26162400, 3792.54854400, 1981, -0.182, -0.144, 0.653, 0.32899, 0.11829, -2.36994, 6, 1, 1
3800.26162400, 3800.20656800, 1985, -0.147, -0.150, 0.672, 0.39840, 0.12124, -2.52102, 6, 1, 1
3802.26162400, 3802.12132800, 1986, -0.176, -0.141, 0.651, 0.34017, 0.12500, -2.48583, 6, 1, 1
3804.26162400, 3804.03543200, 1987, -0.179, -0.140, 0.648, 0.25929, 0.14640, -2.43276, 6, 1, 1
3806.26162400, 3805.95030400, 1988, -0.244, -0.121, 0.603, 0.26172, 0.10800, -2.47610, 6, 1, 1
3808.26162400, 3807.86448800, 1989, -0.242, -0.120, 0.602, 0.32560, 0.08721, -2.56275, 6, 1, 1
3810.26162400, 3809.77927200, 1990, -0.208, -0.128, 0.624, 0.31994, 0.11195, -2.57152, 6, 1, 1
3818.26162400, 3817.43648800, 1994, -0.193, -0.129, 0.630, 0.26369, 0.14697, -2.60141, 6, 1, 1
3820.26162400, 3819.35154400, 1995, -0.272, -0.106, 0.574, 0.30836, 0.07426, -2.69132, 6, 1, 1
3822.26162400, 3821.26560000, 1996, -0.164, -0.136, 0.648, 0.28847, 0.15856, -2.66292, 6, 1, 1
3823.26162400, 3823.18046400, 1997, -0.205, -0.123, 0.618, 0.35265, 0.09659, -2.77557, 6, 1, 1
3825.26162400, 3825.09456800, 1998, -0.345, -0.083, 0.520, 0.19939, 0.06109, -2.67916, 6, 1, 1
3827.26162400, 3827.00930400, 1999, -0.144, -0.138, 0.658, 0.27082, 0.17681, -2.72383, 6, 1, 1
3829.26162400, 3828.92360000, 2000, -0.309, -0.091, 0.543, 0.23002, 0.07504, -2.74860, 6, 1, 1
3831.26162400, 3830.83748800, 2001, -0.295, -0.094, 0.551, 0.24650, 0.07866, -2.78770, 6, 1, 1
3843.26162400, 3842.32446400, 2007, -0.270, -0.096, 0.562, 0.14410, 0.12160, -2.81843, 6, 1, 1
3844.26162400, 3844.23938400, 2008, -0.226, -0.108, 0.592, 0.10191, 0.16558, -2.78939, 6, 1, 1
3846.26162400, 3846.15405600, 2009, -0.222, -0.109, 0.594, 0.15381, 0.15949, -2.86227, 6, 1, 1
3848.26162400, 3848.06843200, 2010, -0.240, -0.102, 0.580, 0.19146, 0.13509, -2.93070, 6, 1, 1
3850.26162400, 3849.98264800, 2011, -0.183, -0.118, 0.619, 0.27354, 0.12724, -3.03187, 6, 1, 1
3852.26162400, 3851.89735200, 2012, -0.247, -0.099, 0.573, 0.20372, 0.11753, -2.99102, 6, 1, 1
3854.26162400, 3853.81168000, 2013, -0.269, -0.092, 0.557, 0.16003, 0.11640, -2.98019, 6, 1, 1
3856.26162400, 3855.72643200, 2014, -0.288, -0.085, 0.542, 0.25175, 0.05385, -3.09876, 6, 1, 1
3858.26162400, 3857.64060000, 2015, -0.371, -0.060, 0.483, 0.12289, 0.03883, -3.02567, 6, 1, 1
3860.26162400, 3859.55446400, 2016, -0.255, -0.094, 0.564, 0.16264, 0.11761, -3.05397, 6, 1, 1
3862.26162400, 3861.46938400, 2017, -0.279, -0.087, 0.547, 0.02677, 0.13238, -2.96385, 6, 1, 1
3864.26162400, 3863.38368000, 2018, -0.178, -0.115, 0.617, 0.18283, 0.16075, -3.09753, 6, 1, 1
3866.26162400, 3865.29860000, 2019, -0.209, -0.106, 0.594, 0.12051, 0.16358, -3.07043, 6, 1, 1
3867.26162400, 3867.21248800, 2020, -0.243, -0.095, 0.569, 0.18444, 0.10720, 3.11459, 6, 1, 1
3869.26162400, 3869.12743200, 2021, -0.211, -0.104, 0.591, 0.17789, 0.13166, 3.10622, 6, 1, 1
3871.26162400, 3871.04127200, 2022, -0.241, -0.094, 0.568, 0.15583, 0.11459, 3.10048, 6, 1, 1
3873.26162400, 3872.95654400, 2023, -0.244, -0.093, 0.566, 0.09957, 0.13510, 3.13162, 6, 1, 1
3875.26162400, 3874.87064800, 2024, -0.238, -0.094, 0.569, 0.17824, 0.09839, 3.03151, 6, 1, 1
3877.26162400, 3876.78556800, 2025, -0.263, -0.086, 0.551, 0.19310, 0.06847, 2.99058, 6, 1, 1
3879.26162400, 3878.69964800, 2026, -0.380, -0.050, 0.467, 0.15172, -0.01648, 2.97289, 6, 1, 1
3881.26162400, 3880.61356800, 2027, -0.390, -0.046, 0.459, 0.13525, -0.02398, 2.96499, 6, 1, 1
3883.26162400, 3882.52824800, 2028, -0.248, -0.089, 0.559, 0.06855, 0.12289, 3.03570, 6, 1, 1
3885.26162400, 3884.44316800, 2029, -0.281, -0.078, 0.534, 0.01858, 0.10890, 3.04623, 6, 1, 1
3887.26162400, 3886.35746400, 2030, -0.226, -0.095, 0.573, 0.05090, 0.14059, 3.00871, 6, 1, 1
3889.26162400, 3888.27148800, 2031, -0.318, -0.066, 0.506, 0.00722, 0.06630, 2.99627, 6, 1, 1
3890.26162400, 3890.18664800, 2032, -0.326, -0.063, 0.500, 0.03138, 0.04965, 2.95329, 6, 1, 1
3892.26162400, 3892.10040800, 2033, -0.312, -0.067, 0.509, -0.00681, 0.06987, 2.96157, 6, 1, 1
3894.26162400, 3894.01554400, 2034, -0.301, -0.069, 0.516, 0.03482, 0.06335, 2.91017, 6, 1, 1
3896.26162400, 3895.92924800, 2035, -0.276, -0.076, 0.533, 0.09064, 0.06040, 2.84722, 6, 1, 1
3898.26162400, 3897.84443200, 2036, -0.287, -0.072, 0.524, 0.10192, 0.04365, 2.81248, 6, 1, 1
3900.26162400, 3899.75854400, 2037, -0.196, -0.100, 0.589, 0.15914, 0.09166, 2.76604, 6, 1, 1
3902.26162400, 3901.67316800, 2038, -0.326, -0.059, 0.495, 0.16733, -0.02844, 2.70851, 6, 1, 1
3904.26162400, 3903.58746400, 2039, -0.265, -0.078, 0.538, 0.09487, 0.05284, 2.76076, 6, 1, 1
3906.26162400, 3905.50162400, 2040, -0.268, -0.076, 0.535, 0.08960, 0.04746, 2.74610, 6, 1, 1
3908.26162400, 3907.41681600, 2041, -0.254, -0.080, 0.544, 0.07248, 0.06092, 2.74127, 6, 1, 1
3910.26162400, 3909.33140800, 2042, -0.271, -0.074, 0.531, 0.15650, 0.01153, 2.64803, 6, 1, 1
3911.26162400, 3911.24568000, 2043, -0.217, -0.090, 0.569, 0.16535, 0.05112, 2.63430, 6, 1, 1
3913.26162400, 3913.16032800, 2044, -0.286, -0.069, 0.518, 0.16270, -0.01450, 2.60091, 6, 1, 1
3915.26162400, 3915.07468000, 2045, -0.276, -0.071, 0.524, 0.15732, -0.00685, 2.58501, 6, 1, 1
