time_s,pos_x,pos_y,pos_z,Qw,Qx,Qy,Qz,R00,R01,R02,R10,R11,R12,R20,R21,R22
0.36398467,6.90071,0.18199,1.58155,0.848854,0.017642,0.078255,0.511596,0.474825,-0.876143,0.083159,0.860940,0.442820,-0.250386,-0.182550,-0.190485,0.964568
0.36590038,6.93695,0.18295,1.57854,0.811511,0.026924,0.089700,0.568859,0.349848,-0.933100,0.083247,0.913441,0.320050,-0.251384,-0.207923,-0.163988,0.964301
0.36781609,6.97319,0.18391,1.57550,0.770312,0.038355,0.101512,0.623410,0.218227,-0.972330,0.083377,0.948551,0.191253,-0.252334,-0.229406,-0.134153,0.964041
0.36973180,7.00942,0.18487,1.57242,0.725454,0.052270,0.113759,0.674991,0.082464,-0.993086,0.083545,0.965612,0.058879,-0.253231,-0.246561,-0.101554,0.963792
0.37164751,7.04566,0.18582,1.56930,0.677151,0.069131,0.126555,0.723355,-0.054862,-0.994975,0.083750,0.964308,-0.074557,-0.254070,-0.259037,-0.066822,0.963553
0.37356322,7.08190,0.18678,1.56615,0.625633,0.089595,0.140083,0.768275,-0.191140,-0.977963,0.083988,0.944671,-0.206520,-0.254844,-0.266574,-0.030630,0.963328
0.37547893,7.11813,0.18774,1.56296,0.571146,0.114623,0.154630,0.809538,-0.323782,-0.942373,0.084257,0.907083,-0.334505,-0.255551,-0.269008,0.006315,0.963117
0.37739464,7.15437,0.18870,1.55973,0.513948,0.145673,0.170656,0.846947,-0.450266,-0.888882,0.084552,0.852265,-0.456086,-0.256184,-0.266280,0.043290,0.962923
0.37931034,7.19060,0.18966,1.55647,0.454313,-0.049289,-0.050314,0.880326,-0.568190,-0.818509,0.084872,0.781263,-0.568957,-0.256741,-0.258433,0.079570,0.962747
0.38122605,7.22684,0.19061,1.55317,0.392522,-0.044089,-0.039245,0.909517,-0.675314,-0.732591,0.085213,0.695432,-0.670979,-0.257218,-0.245611,0.114443,0.962589
0.38314176,7.26307,0.19157,1.54984,0.328872,-0.038124,-0.029535,0.934382,-0.769604,-0.632762,0.085570,0.596405,-0.760221,-0.257614,-0.228060,0.147226,0.962452
0.38505747,7.29930,0.19253,1.54647,0.263663,-0.031467,-0.021117,0.954803,-0.849268,-0.520920,0.085940,0.486064,-0.834994,-0.257926,-0.206118,0.177276,0.962335
0.38697318,7.33553,0.19349,1.54307,0.197205,-0.024182,-0.013946,0.970685,-0.912796,-0.399190,0.086319,0.366507,-0.893885,-0.258153,-0.180211,0.204004,0.962240
0.38888889,7.37176,0.19444,1.53963,0.129815,-0.016330,-0.007995,0.981953,-0.958981,-0.269886,0.086704,0.240003,-0.935779,-0.258294,-0.150846,0.226890,0.962168
0.39080460,7.40799,0.19540,1.53615,0.061811,-0.007967,-0.003252,0.988554,-0.986947,-0.135464,0.087091,0.108952,-0.959888,-0.258350,-0.118595,0.245489,0.962118
0.39272031,7.44422,0.19636,1.53264,-0.006482,0.000855,0.000283,0.990456,-0.996165,0.001522,0.087477,-0.024160,-0.965757,-0.258322,-0.084088,0.259444,0.962090
0.39463602,7.48044,0.19732,1.52909,-0.074743,0.010089,0.002602,0.987652,-0.986462,0.138470,0.087856,-0.156809,-0.953278,-0.258209,-0.047997,0.268490,0.962086
0.39655172,7.51667,0.19828,1.52550,-0.142645,0.019691,0.003684,0.980155,-0.958023,0.272779,0.088227,-0.286480,-0.922690,-0.258015,-0.011025,0.272460,0.962104
0.39846743,7.55290,0.19923,1.52188,-0.209869,0.029622,0.003498,0.968002,-0.911390,0.401898,0.088585,-0.410716,-0.874575,-0.257741,0.026111,0.271286,0.962145
0.40038314,7.58912,0.20019,1.51822,-0.276094,0.039848,0.002001,0.951249,-0.847449,0.523375,0.088928,-0.527162,-0.809846,-0.257391,0.062694,0.265005,0.962207
0.40229885,7.62534,0.20115,1.51453,-0.341007,0.050343,-0.000864,0.929978,-0.767417,0.634905,0.089251,-0.633611,-0.729730,-0.256967,0.098021,0.253751,0.962290
0.40421456,7.66157,0.20211,1.51080,-0.404300,0.061089,-0.005174,0.904289,-0.672815,0.734371,0.089552,-0.728046,-0.635744,-0.256474,0.131415,0.237757,0.962394
0.40613027,7.69779,0.20307,1.50704,-0.465673,0.072077,-0.011028,0.874303,-0.565439,0.819884,0.089828,-0.808676,-0.529671,-0.255915,0.162241,0.217347,0.962517
0.40804598,7.73401,0.20402,1.50324,0.524836,0.213506,-0.047559,-0.840164,-0.447330,0.889822,0.090077,-0.873972,-0.413518,-0.255297,0.189920,0.192927,0.962658
0.40996169,7.77023,0.20498,1.49940,0.581507,0.180395,-0.053154,-0.802034,-0.320729,0.942857,0.090296,-0.922695,-0.289486,-0.254622,0.213933,0.164981,0.962816
0.41187739,7.80645,0.20594,1.49553,0.635417,0.152638,-0.056402,-0.760092,-0.188043,0.977984,0.090483,-0.953918,-0.159925,-0.253898,0.233838,0.134057,0.962989
0.41379310,7.84267,0.20690,1.49162,0.686312,0.128909,-0.057786,-0.714538,-0.051789,0.994537,0.090636,-0.967047,-0.027289,-0.253130,0.249273,0.100759,0.963177
0.41570881,7.87889,0.20785,1.48767,0.733950,0.108336,-0.057638,-0.665587,0.085445,0.992201,0.090754,-0.961830,0.105908,-0.252323,0.259967,0.065730,0.963378
0.41762452,7.91511,0.20881,1.48369,0.778104,0.090325,-0.056195,-0.613472,0.221053,0.971022,0.090835,-0.938360,0.237143,-0.251484,0.265737,0.029644,0.963590
0.41954023,7.95132,0.20977,1.47967,0.818566,0.074462,-0.053637,-0.558440,0.352462,0.931403,0.090877,-0.897078,0.363926,-0.250619,0.266500,-0.006810,0.963811
0.42145594,7.98754,0.21073,1.47562,0.855142,0.060456,-0.050104,-0.500752,0.477177,0.874095,0.090881,-0.838761,0.483853,-0.249735,0.262265,-0.042940,0.964040
0.42337165,8.02375,0.21169,1.47153,0.887659,0.048096,-0.045708,-0.440681,0.592830,0.800187,0.090846,-0.764509,0.594648,-0.248837,0.253138,-0.078066,0.964275
0.42528736,8.05997,0.21264,1.46741,0.915962,0.037230,-0.040543,-0.378511,0.697225,0.711082,0.090771,-0.675726,0.694207,-0.247933,0.239315,-0.111529,0.964515
0.42720307,8.09618,0.21360,1.46325,0.939917,0.027747,-0.034690,-0.314538,0.788381,0.608470,0.090657,-0.574089,0.780640,-0.247030,0.221080,-0.142708,0.964758
0.42911877,8.13239,0.21456,1.45905,0.959410,0.019570,-0.028219,-0.249065,0.864567,0.494301,0.090503,-0.461522,0.852301,-0.246132,0.198799,-0.171028,0.965002
0.43103448,8.16861,0.21552,1.45482,0.974347,0.012643,-0.021193,-0.182403,0.924335,0.370740,0.090312,-0.340156,0.907826,-0.245248,0.172910,-0.195971,0.965245
0.43295019,8.20482,0.21648,1.45055,0.984656,0.006931,-0.013668,-0.114868,0.966551,0.240133,0.090082,-0.212290,0.946156,-0.244382,0.143916,-0.217084,0.965486
0.43486590,8.24103,0.21743,1.44624,0.990289,0.002411,-0.005695,-0.046781,0.990412,0.104960,0.089816,-0.080346,0.966557,-0.243541,0.112374,-0.233990,0.965723
0.43678161,8.27723,0.21839,1.44190,0.991218,-0.000923,0.002680,0.021536,0.995464,-0.032214,0.089515,0.053173,0.968635,-0.242730,0.078888,-0.246389,0.965955
0.43869732,8.31344,0.21935,1.43752,0.987438,-0.003067,0.011415,0.089757,0.981610,-0.168783,0.089181,0.185733,0.952345,-0.241956,0.044093,-0.254070,0.966180
0.44061303,8.34965,0.22031,1.43311,0.978966,-0.004006,0.020473,0.157558,0.949112,-0.302156,0.088815,0.314820,0.917987,-0.241222,0.008644,-0.256908,0.966397
0.44252874,8.38586,0.22126,1.42866,0.965841,-0.003710,0.029821,0.224617,0.898585,-0.429799,0.088419,0.437981,0.866208,-0.240535,-0.026792,-0.254867,0.966605
0.44444444,8.42206,0.22222,1.42418,0.948126,-0.002137,0.039433,0.290616,0.830987,-0.549288,0.087996,0.552875,0.797984,-0.239897,-0.061553,-0.248002,0.966802
0.44636015,8.45827,0.22318,1.41966,0.925904,0.000771,0.049287,0.355240,0.747601,-0.658353,0.087548,0.657320,0.714604,-0.239314,-0.094991,-0.236458,0.966987
0.44827586,8.49447,0.22414,1.41510,0.899280,0.005094,0.059370,0.418182,0.650008,-0.754922,0.087077,0.749327,0.617648,-0.238788,-0.126484,-0.220464,0.967160
0.45019157,8.53067,0.22510,1.41051,0.868379,0.010938,0.069680,0.479142,0.540060,-0.837160,0.086587,0.827146,0.508951,-0.238324,-0.155447,-0.200329,0.967318
0.45210728,8.56688,0.22605,1.40588,0.833349,0.018444,0.080225,0.537830,0.419845,-0.903504,0.086080,0.889295,0.390574,-0.237922,-0.181343,-0.176441,0.967462
0.45402299,8.60308,0.22701,1.40121,0.794355,0.027800,0.091034,0.593966,0.291644,-0.952693,0.085559,0.934587,0.264765,-0.237587,-0.203694,-0.149253,0.967591
0.45593870,8.63928,0.22797,1.39651,0.751583,0.039263,0.102155,0.647283,0.157892,-0.983789,0.085026,0.962158,0.133910,-0.237318,-0.222085,-0.119279,0.967704
0.45785441,8.67548,0.22893,1.39177,0.705234,0.053185,0.113672,0.697527,0.021128,-0.996201,0.084486,0.971481,0.000494,-0.237118,-0.236176,-0.087086,0.967800
0.45977011,8.71168,0.22989,1.38700,0.655531,0.070061,0.125716,0.744459,-0.116050,-0.989690,0.083940,0.962373,-0.132946,-0.236987,-0.245704,-0.053280,0.967880
0.46168582,8.74788,0.23084,1.38219,0.602708,0.090604,0.138493,0.787854,-0.251035,-0.964379,0.083393,0.935005,-0.263877,-0.236926,-0.250492,-0.018496,0.967942
0.46360153,8.78407,0.23180,1.37735,0.547018,0.115875,0.152324,0.827505,-0.381265,-0.920746,0.082846,0.889894,-0.389809,-0.236933,-0.250450,0.016610,0.967987
0.46551724,8.82027,0.23276,1.37246,0.488724,-0.047286,-0.053761,0.863224,-0.504264,-0.859618,0.082304,0.827895,-0.508347,-0.237009,-0.245576,0.051376,0.968015
0.46743295,8.85647,0.23372,1.36755,0.428104,-0.043078,-0.042467,0.894840,-0.617695,-0.782156,0.081768,0.750184,-0.617238,-0.237151,-0.235959,0.085146,0.968025
0.46934866,8.89266,0.23467,1.36259,0.365447,-0.038098,-0.032552,0.922203,-0.719401,-0.689828,0.081241,0.658238,-0.714411,-0.237359,-0.221777,0.117280,0.968019
0.47126437,8.92885,0.23563,1.35761,0.301051,-0.032418,-0.023927,0.945180,-0.807450,-0.584387,0.080728,0.553804,-0.798019,-0.237630,-0.203290,0.147167,0.967995
0.47318008,8.96505,0.23659,1.35258,0.235223,-0.026102,-0.016532,0.963664,-0.880166,-0.467836,0.080229,0.438866,-0.866471,-0.237960,-0.180842,0.174235,0.967956
0.47509579,9.00124,0.23755,1.34752,0.168275,-0.019207,-0.010328,0.977565,-0.936168,-0.342389,0.079747,0.315611,-0.918466,-0.238348,-0.154853,0.197965,0.967900
0.47701149,9.03743,0.23851,1.34242,0.100527,-0.011786,-0.005293,0.986817,-0.974389,-0.210427,0.079286,0.186381,-0.953017,-0.238790,-0.125808,0.217897,0.967829
0.47892720,9.07362,0.23946,1.33729,0.032302,-0.003886,-0.001422,0.991377,-0.994102,-0.074458,0.078846,0.053635,-0.969467,-0.239283,-0.094255,0.233642,0.967743
0.48084291,9.10981,0.24042,1.33212,-0.036076,0.004449,0.001278,0.991222,-0.994931,0.062934,0.078430,-0.080104,-0.967507,-0.239821,-0.060789,0.244888,0.967644
0.48275862,9.14600,0.24138,1.32691,-0.104281,0.013179,0.002789,0.986352,-0.976859,0.199140,0.078040,-0.212293,-0.947174,-0.240401,-0.026044,0.251405,0.967532
0.48467433,9.18219,0.24234,1.32167,-0.171989,0.022265,0.003081,0.976792,-0.940227,0.331570,0.077677,-0.340420,-0.908859,-0.241018,0.009316,0.253054,0.967407
0.48659004,9.21838,0.24330,1.31640,-0.238876,0.031675,0.002109,0.962587,-0.885732,0.457709,0.077344,-0.462048,-0.853293,-0.241667,0.044617,0.249789,0.967272
0.48850575,9.25456,0.24425,1.31108,-0.304625,0.041380,-0.000183,0.943805,-0.814407,0.575158,0.077039,-0.574868,-0.781535,-0.242344,0.079177,0.241654,0.967127
0.49042146,9.29075,0.24521,1.30573,-0.368922,0.051355,-0.003871,0.920534,-0.727606,0.681686,0.076766,-0.676735,-0.694953,-0.243043,0.112331,0.228790,0.966973
0.49233716,9.32693,0.24617,1.30035,-0.431462,0.061586,-0.009052,0.892887,-0.626980,0.775268,0.076524,-0.765718,-0.595196,-0.243760,0.143432,0.211428,0.966812
0.49425287,9.36312,0.24713,1.29493,-0.491946,0.072065,-0.015854,0.860995,-0.514439,0.854125,0.076314,-0.840126,-0.484163,-0.244488,0.171875,0.189888,0.966645
0.49616858,9.39930,0.24808,1.28947,0.550087,0.186240,-0.054974,-0.825009,-0.392121,0.916757,0.076137,-0.898551,-0.363968,-0.245223,0.197098,0.164570,0.966472
0.49808429,9.43548,0.24904,1.28398,0.605609,0.157655,-0.058872,-0.785103,-0.262351,0.961976,0.075991,-0.939885,-0.236897,-0.245959,0.218604,0.135951,0.966297
