time_elapsed,pos_x,pos_y,pos_z,disc_state,orient_x,orient_y,orient_z
2.74,58.595,-2.42329,7.90025,4,-0.0584356,0.29114,0.954894
2.75,58.7526,-2.41488,7.90403,4,-0.0584495,0.291455,0.954797
2.76,58.91,-2.40622,7.90768,4,-0.0584633,0.291755,0.954705
2.77,59.067,-2.39732,7.91121,4,-0.0584769,0.29204,0.954617
2.78,59.2237,-2.38816,7.9146,4,-0.0584903,0.292309,0.954534
2.79,59.3802,-2.37876,7.91787,4,-0.0585034,0.292562,0.954455
2.8,59.5364,-2.36911,7.92101,4,-0.0585162,0.292801,0.954381
2.81,59.6922,-2.35921,7.92402,4,-0.0585286,0.293024,0.954312
2.82,59.8478,-2.34906,7.9269,4,-0.0585406,0.293232,0.954247
2.83,60.0031,-2.33867,7.92965,4,-0.058552,0.293426,0.954187
2.84,60.1581,-2.32802,7.93228,4,-0.058563,0.293604,0.954132
2.85,60.3128,-2.31713,7.93477,4,-0.0585733,0.293767,0.954081
2.86,60.4672,-2.306,7.93714,4,-0.0585831,0.293916,0.954034
2.87,60.6214,-2.29461,7.93938,4,-0.0585921,0.29405,0.953992
2.88,60.7752,-2.28298,7.94149,4,-0.0586003,0.294169,0.953955
2.89,60.9288,-2.2711,7.94348,4,-0.0586078,0.294274,0.953922
2.9,61.0821,-2.25898,7.94533,4,-0.0586144,0.294364,0.953894
2.91,61.2351,-2.24661,7.94706,4,-0.0586201,0.29444,0.95387
2.92,61.3878,-2.23399,7.94867,4,-0.0586249,0.294501,0.953851
2.93,61.5402,-2.22113,7.95014,4,-0.0586286,0.294548,0.953836
2.94,61.6924,-2.20802,7.95149,4,-0.0586313,0.294581,0.953826
2.95,61.8443,-2.19467,7.95271,4,-0.0586329,0.2946,0.95382
2.96,61.9959,-2.18108,7.9538,4,-0.0586333,0.294605,0.953819
2.97,62.1472,-2.16724,7.95477,4,-0.0586324,0.294595,0.953822
2.98,62.2982,-2.15315,7.95561,4,-0.0586304,0.294572,0.953829
2.99,62.449,-2.13883,7.95632,4,-0.058627,0.294535,0.953841
3,62.5994,-2.12426,7.95691,4,-0.0586222,0.294484,0.953857
3.01,62.7497,-2.10944,7.95738,4,-0.058616,0.294419,0.953877
