bigz buzzz,0.150000,0.599500,0.050000,-0.015000,0.120000,0.175000,0.217000
Dangle SS,0.18,0.5,0.015,-0.012,0.12,0.175,0.210
Dangle,0.165,0.5,0.015,-0.012,0.12,0.175,0.210
Dangle OS,0.15,0.5,0.015,-0.012,0.12,0.175,0.210
