time_ms, lin_x_pos, lin_y_pos, lin_z_pos, lin_x_vel, lin_y_vel, lin_z_vel, ang_h_pos, ang_p_pos, ang_s_pos, ang_h_vel, ang_p_vel, ang_s_vel, lin_x_pos_var, lin_y_pos_var, lin_z_pos_var, lin_x_vel_var, lin_y_vel_var, lin_z_vel_var, ang_h_pos_var, ang_p_pos_var, ang_s_pos_var, ang_h_vel_var, ang_p_vel_var, ang_s_vel_var
10233.19560000, -0.153, -0.014, 0.261, -0.271, 0.076, -0.200, -0.08655, -0.40909, 2.46824, -0.82195, -0.48154, 0.63454, 0.00277, 0.00277, 0.00277, 3.27716, 3.27716, 3.27716, 0.00277, 0.00277, 0.00277, 3.27716, 3.27716, 3.27716, 0.339, 6
