time_ms, meas_time_ms, frame_id, lin_x_m, lin_y_m, lin_z_m, ang_h_rad, ang_p_rad, ang_s_rad, disc_index, player
10283.19560000, 10282.57524800, 5371, -0.149, -0.021, 0.274, -0.06944, -0.43542, 2.40141, 6, 1, 1
10285.19560000, 10284.49038400, 5372, -0.133, -0.028, 0.290, -0.12839, -0.33450, 2.44707, 6, 1, 1
10287.19560000, 10286.40456800, 5373, -0.145, -0.023, 0.278, -0.07332, -0.41749, 2.40861, 6, 1, 1
10289.19560000, 10288.31943200, 5374, -0.127, -0.031, 0.297, -0.17819, -0.30420, 2.47631, 6, 1, 1
10291.19560000, 10290.23356800, 5375, -0.154, -0.021, 0.270, -0.18514, -0.39859, 2.47836, 6, 1, 1
10292.19560000, 10292.14776000, 5376, -0.137, -0.027, 0.288, -0.17061, -0.33365, 2.47361, 6, 1, 1
10294.19560000, 10294.06248800, 5377, -0.154, -0.021, 0.271, -0.14271, -0.41648, 2.45409, 6, 1, 1
10296.19560000, 10295.97648800, 5378, -0.153, -0.021, 0.272, -0.17513, -0.40773, 2.47404, 6, 1, 1
10298.19560000, 10297.89162400, 5379, -0.156, -0.020, 0.269, -0.20168, -0.39379, 2.49272, 6, 1, 1
10300.19560000, 10299.80552000, 5380, -0.162, -0.018, 0.263, -0.15199, -0.44201, 2.45998, 6, 1, 1
10302.19560000, 10301.72062400, 5381, -0.149, -0.023, 0.276, -0.14683, -0.38293, 2.46056, 6, 1, 1
10304.19560000, 10303.63446400, 5382, -0.163, -0.018, 0.262, -0.21440, -0.43339, 2.50140, 6, 1, 1
10306.19560000, 10305.54943200, 5383, -0.153, -0.022, 0.273, -0.12634, -0.41357, 2.44670, 6, 1, 1
10308.19560000, 10307.46360000, 5384, -0.147, -0.025, 0.279, -0.08312, -0.39072, 2.42207, 6, 1, 1
10310.19560000, 10309.37797600, 5385, -0.147, -0.025, 0.279, -0.11214, -0.38000, 2.44007, 6, 1, 1
10312.19560000, 10311.29260000, 5386, -0.112, -0.039, 0.316, -0.12956, -0.25356, 2.46176, 6, 1, 1
10314.19560000, 10313.20756800, 5387, -0.124, -0.034, 0.304, -0.14234, -0.28504, 2.46710, 6, 1, 1
10315.19560000, 10315.12143200, 5388, -0.140, -0.028, 0.287, -0.20254, -0.32129, 2.49962, 6, 1, 1
10317.19560000, 10317.03556800, 5389, -0.156, -0.023, 0.271, -0.23570, -0.37176, 2.51812, 6, 1, 1
10319.19560000, 10318.95040800, 5390, -0.148, -0.026, 0.280, -0.21493, -0.34188, 2.50575, 6, 1, 1
10321.19560000, 10320.86540800, 5391, -0.149, -0.026, 0.279, -0.11531, -0.39443, 2.44670, 6, 1, 1
10323.19560000, 10322.77960000, 5392, -0.158, -0.022, 0.270, -0.17040, -0.39422, 2.48062, 6, 1, 1
10325.19560000, 10324.69432800, 5393, -0.142, -0.029, 0.286, -0.13450, -0.34365, 2.46347, 6, 1, 1
10327.19560000, 10326.60864800, 5394, -0.151, -0.025, 0.277, -0.20021, -0.35821, 2.50023, 6, 1, 1
10329.19560000, 10328.52254400, 5395, -0.153, -0.025, 0.276, -0.17178, -0.38000, 2.48259, 6, 1, 1
10331.19560000, 10330.43697600, 5396, -0.147, -0.027, 0.282, -0.24048, -0.33644, 2.52508, 6, 1, 1
10333.19560000, 10332.35168000, 5397, -0.148, -0.027, 0.281, -0.12923, -0.36213, 2.46119, 6, 1, 1
10335.19560000, 10334.26654400, 5398, -0.150, -0.027, 0.280, -0.11426, -0.37313, 2.45330, 6, 1, 1
10336.19560000, 10336.18054400, 5399, -0.160, -0.023, 0.269, -0.13850, -0.41841, 2.46546, 6, 1, 1
10338.19560000, 10338.09503200, 5400, -0.157, -0.024, 0.273, -0.13043, -0.40517, 2.46275, 6, 1, 1
10340.19560000, 10340.00952000, 5401, -0.143, -0.030, 0.287, -0.14897, -0.33281, 2.47565, 6, 1, 1
10342.19560000, 10341.92376000, 5402, -0.160, -0.023, 0.270, -0.09185, -0.42380, 2.43758, 6, 1, 1
10344.19560000, 10343.83868000, 5403, -0.151, -0.027, 0.280, -0.11085, -0.37824, 2.45197, 6, 1, 1
10346.19560000, 10345.75332800, 5404, -0.153, -0.026, 0.278, -0.18197, -0.36456, 2.49505, 6, 1, 1
10348.19560000, 10347.66735200, 5405, -0.147, -0.029, 0.284, -0.14066, -0.34991, 2.47091, 6, 1, 1
10350.19560000, 10349.58146400, 5406, -0.157, -0.025, 0.274, -0.15956, -0.37760, 2.48106, 6, 1, 1
10352.19560000, 10351.49616800, 5407, -0.147, -0.029, 0.285, -0.12500, -0.34540, 2.46327, 6, 1, 1
10354.19560000, 10353.41043200, 5408, -0.152, -0.028, 0.280, -0.17330, -0.35608, 2.49201, 6, 1, 1
10356.19560000, 10355.32546400, 5409, -0.147, -0.029, 0.286, -0.08921, -0.36514, 2.44406, 6, 1, 1
10358.19560000, 10357.23964800, 5410, -0.159, -0.025, 0.274, -0.14019, -0.38425, 2.47247, 6, 1, 1
10359.19560000, 10359.15443200, 5411, -0.161, -0.024, 0.271, -0.15238, -0.39006, 2.48097, 6, 1, 1
10361.19560000, 10361.06908800, 5412, -0.161, -0.025, 0.271, -0.22837, -0.36991, 2.52484, 6, 1, 1
10363.19560000, 10362.98332800, 5413, -0.155, -0.027, 0.278, -0.23010, -0.34661, 2.52866, 6, 1, 1
10365.19560000, 10364.89727200, 5414, -0.169, -0.022, 0.264, -0.13370, -0.43310, 2.46710, 6, 1, 1
10367.19560000, 10366.81238400, 5415, -0.176, -0.019, 0.257, -0.21251, -0.43723, 2.51843, 6, 1, 1
10369.19560000, 10368.72638400, 5416, -0.168, -0.022, 0.265, -0.16339, -0.41678, 2.48857, 6, 1, 1
10371.19560000, 10370.64054400, 5417, -0.164, -0.024, 0.269, -0.15191, -0.40700, 2.48212, 6, 1, 1
10373.19560000, 10372.55546400, 5418, -0.172, -0.021, 0.261, -0.16200, -0.42946, 2.48927, 6, 1, 1
10375.19560000, 10374.46964800, 5419, -0.164, -0.024, 0.270, -0.13199, -0.40057, 2.47160, 6, 1, 1
10377.19560000, 10376.38470400, 5420, -0.169, -0.022, 0.264, -0.11560, -0.43478, 2.46009, 6, 1, 1
10379.19560000, 10378.29848800, 5421, -0.173, -0.021, 0.261, -0.15945, -0.44192, 2.48740, 6, 1, 1
10381.19560000, 10380.21297600, 5422, -0.168, -0.024, 0.266, -0.17776, -0.40781, 2.50029, 6, 1, 1
10382.19560000, 10382.12748800, 5423, -0.159, -0.027, 0.276, -0.11271, -0.38520, 2.46392, 6, 1, 1
10384.19560000, 10384.04254400, 5424, -0.149, -0.031, 0.286, -0.14683, -0.33234, 2.48650, 6, 1, 1
10386.19560000, 10385.95662400, 5425, -0.140, -0.035, 0.296, -0.18181, -0.29345, 2.50812, 6, 1, 1
10388.19560000, 10387.87068000, 5426, -0.155, -0.029, 0.281, -0.09236, -0.38364, 2.45421, 6, 1, 1
10390.19560000, 10389.78597600, 5427, -0.144, -0.033, 0.292, -0.18723, -0.30038, 2.51162, 6, 1, 1
10392.19560000, 10391.70035200, 5428, -0.157, -0.028, 0.278, -0.12025, -0.37442, 2.47154, 6, 1, 1
10394.19560000, 10393.61416800, 5429, -0.169, -0.024, 0.266, -0.12926, -0.42412, 2.47552, 6, 1, 1
10396.19560000, 10395.52864800, 5430, -0.176, -0.022, 0.260, -0.11113, -0.47970, 2.46073, 6, 1, 1
10398.19560000, 10397.44360000, 5431, -0.154, -0.030, 0.283, -0.09613, -0.37411, 2.45766, 6, 1, 1
10400.19560000, 10399.35797600, 5432, -0.147, -0.033, 0.290, -0.11658, -0.33700, 2.47291, 6, 1, 1
10402.19560000, 10401.27262400, 5433, -0.150, -0.032, 0.286, -0.10280, -0.35465, 2.46482, 6, 1, 1
10403.19560000, 10403.18660000, 5434, -0.163, -0.027, 0.274, -0.12565, -0.40242, 2.47373, 6, 1, 1
10405.19560000, 10405.10170400, 5435, -0.159, -0.029, 0.278, -0.13782, -0.37801, 2.48400, 6, 1, 1
10407.19560000, 10407.01532800, 5436, -0.176, -0.022, 0.261, -0.09496, -0.47688, 2.45163, 6, 1, 1
10409.19560000, 10408.93040800, 5437, -0.170, -0.024, 0.266, -0.12324, -0.43213, 2.47283, 6, 1, 1
10411.19560000, 10410.84464800, 5438, -0.165, -0.027, 0.272, -0.13225, -0.40259, 2.48020, 6, 1, 1
10413.19560000, 10412.75956800, 5439, -0.149, -0.033, 0.289, -0.13707, -0.33638, 2.48917, 6, 1, 1
10415.19560000, 10414.67321600, 5440, -0.148, -0.033, 0.290, -0.07239, -0.35295, 2.44862, 6, 1, 1
10417.19560000, 10416.58764800, 5441, -0.162, -0.028, 0.276, -0.13112, -0.38536, 2.48060, 6, 1, 1
10419.19560000, 10418.50243200, 5442, -0.168, -0.026, 0.270, -0.16382, -0.40209, 2.49920, 6, 1, 1
10421.19560000, 10420.41740800, 5443, -0.174, -0.024, 0.264, -0.12862, -0.44571, 2.47609, 6, 1, 1
10423.19560000, 10422.33160000, 5444, -0.170, -0.025, 0.268, -0.20674, -0.39557, 2.52645, 6, 1, 1
10425.19560000, 10424.24560000, 5445, -0.173, -0.025, 0.265, -0.20194, -0.40350, 2.52420, 6, 1, 1
10426.19560000, 10426.16054400, 5446, -0.172, -0.025, 0.266, -0.22972, -0.39163, 2.54138, 6, 1, 1
10428.19560000, 10428.07530400, 5447, -0.157, -0.031, 0.281, -0.19161, -0.34469, 2.51923, 6, 1, 1
10430.19560000, 10429.98956800, 5448, -0.159, -0.030, 0.279, -0.13915, -0.37158, 2.48971, 6, 1, 1
10432.19560000, 10431.90332800, 5449, -0.163, -0.029, 0.276, -0.23455, -0.35276, 2.54529, 6, 1, 1
10434.19560000, 10433.81848800, 5450, -0.158, -0.030, 0.280, -0.13692, -0.35921, 2.48902, 6, 1, 1
10436.19560000, 10435.73260000, 5451, -0.162, -0.029, 0.277, -0.17495, -0.36962, 2.51164, 6, 1, 1
10438.19560000, 10437.64664800, 5452, -0.151, -0.033, 0.288, -0.18015, -0.33545, 2.51435, 6, 1, 1
10440.19560000, 10439.56148800, 5453, -0.160, -0.030, 0.280, -0.08407, -0.39224, 2.45494, 6, 1, 1
10442.19560000, 10441.47646400, 5454, -0.154, -0.032, 0.285, -0.05349, -0.38597, 2.43766, 6, 1, 1
10444.19560000, 10443.39024800, 5455, -0.178, -0.024, 0.261, -0.13687, -0.45087, 2.48443, 6, 1, 1
10446.19560000, 10445.30535200, 5456, -0.160, -0.031, 0.280, -0.15365, -0.37274, 2.49673, 6, 1, 1
10448.19560000, 10447.21938400, 5457, -0.179, -0.023, 0.260, -0.14804, -0.45214, 2.49028, 6, 1, 1
10449.19560000, 10449.13360000, 5458, -0.170, -0.027, 0.270, -0.14535, -0.40063, 2.49160, 6, 1, 1
10451.19560000, 10451.04838400, 5459, -0.180, -0.023, 0.259, -0.19018, -0.43475, 2.51829, 6, 1, 1
10453.19560000, 10452.96248800, 5460, -0.188, -0.020, 0.252, -0.12141, -0.52139, 2.47425, 6, 1, 1
10455.19560000, 10454.87748800, 5461, -0.167, -0.028, 0.273, -0.07654, -0.43526, 2.45044, 6, 1, 1
10457.19560000, 10456.79140800, 5462, -0.170, -0.027, 0.270, -0.05877, -0.45248, 2.43816, 6, 1, 1
10459.19560000, 10458.70648800, 5463, -0.168, -0.028, 0.272, -0.09236, -0.42563, 2.46069, 6, 1, 1
10461.19560000, 10460.62030400, 5464, -0.183, -0.022, 0.257, -0.14423, -0.47952, 2.48959, 6, 1, 1
10463.19560000, 10462.53470400, 5465, -0.160, -0.031, 0.280, -0.11205, -0.39233, 2.47405, 6, 1, 1
10465.19560000, 10464.44946400, 5466, -0.167, -0.028, 0.273, -0.09457, -0.42235, 2.46236, 6, 1, 1
10467.19560000, 10466.36452000, 5467, -0.149, -0.035, 0.292, -0.07799, -0.34889, 2.45675, 6, 1, 1
10469.19560000, 10468.27835200, 5468, -0.154, -0.034, 0.287, -0.09240, -0.36316, 2.46557, 6, 1, 1
10470.19560000, 10470.19252000, 5469, -0.163, -0.030, 0.278, -0.14715, -0.38215, 2.49655, 6, 1, 1
10472.19560000, 10472.10754400, 5470, -0.146, -0.037, 0.296, -0.09968, -0.33283, 2.46805, 6, 1, 1
10474.19560000, 10474.02240800, 5471, -0.154, -0.034, 0.288, -0.13703, -0.33865, 2.49321, 6, 1, 1
10476.19560000, 10475.93660000, 5472, -0.167, -0.029, 0.274, -0.12340, -0.39970, 2.48131, 6, 1, 1
10478.19560000, 10477.85043200, 5473, -0.158, -0.032, 0.283, -0.06483, -0.39906, 2.44440, 6, 1, 1
10480.19560000, 10479.76497600, 5474, -0.152, -0.034, 0.289, -0.12055, -0.34609, 2.48195, 6, 1, 1
10482.19560000, 10481.67956800, 5475, -0.161, -0.031, 0.280, -0.14866, -0.36231, 2.49978, 6, 1, 1
10484.19560000, 10483.59438400, 5476, -0.173, -0.027, 0.268, -0.12411, -0.41782, 2.48128, 6, 1, 1
10486.19560000, 10485.50864800, 5477, -0.157, -0.033, 0.285, -0.16704, -0.34211, 2.50975, 6, 1, 1
10488.19560000, 10487.42335200, 5478, -0.167, -0.029, 0.275, -0.15944, -0.39031, 2.50367, 6, 1, 1
10490.19560000, 10489.33754400, 5479, -0.173, -0.027, 0.268, -0.15927, -0.40983, 2.50473, 6, 1, 1
10492.19560000, 10491.25164800, 5480, -0.162, -0.031, 0.280, -0.11400, -0.37790, 2.47746, 6, 1, 1
10493.19560000, 10493.16643200, 5481, -0.179, -0.024, 0.262, -0.15660, -0.44134, 2.50163, 6, 1, 1
10495.19560000, 10495.08070400, 5482, -0.147, -0.037, 0.295, -0.14236, -0.32207, 2.49856, 6, 1, 1
10497.19560000, 10496.99560000, 5483, -0.167, -0.029, 0.275, -0.19220, -0.37589, 2.52510, 6, 1, 1
10499.19560000, 10498.90964800, 5484, -0.154, -0.034, 0.289, -0.19246, -0.32313, 2.52687, 6, 1, 1
10501.19560000, 10500.82476000, 5485, -0.164, -0.030, 0.279, -0.14055, -0.37536, 2.49488, 6, 1, 1
10503.19560000, 10502.73864800, 5486, -0.160, -0.032, 0.282, -0.14191, -0.36836, 2.49696, 6, 1, 1
10505.19560000, 10504.65343200, 5487, -0.168, -0.029, 0.274, -0.18140, -0.38925, 2.51901, 6, 1, 1
10507.19560000, 10506.56743200, 5488, -0.171, -0.028, 0.271, -0.10004, -0.42954, 2.46815, 6, 1, 1
10509.19560000, 10508.48248800, 5489, -0.168, -0.029, 0.275, -0.13679, -0.39423, 2.49122, 6, 1, 1
10511.19560000, 10510.39632800, 5490, -0.175, -0.026, 0.268, -0.17220, -0.41632, 2.51387, 6, 1, 1
10513.19560000, 10512.31070400, 5491, -0.170, -0.028, 0.272, -0.14832, -0.41106, 2.49806, 6, 1, 1
10515.19560000, 10514.22548800, 5492, -0.161, -0.031, 0.282, -0.08282, -0.39286, 2.45907, 6, 1, 1
10516.19560000, 10516.14040800, 5493, -0.171, -0.028, 0.272, -0.17026, -0.39770, 2.51284, 6, 1, 1
10518.19560000, 10518.05452000, 5494, -0.170, -0.028, 0.272, -0.10088, -0.42447, 2.46812, 6, 1, 1
10520.19560000, 10519.96856800, 5495, -0.174, -0.027, 0.269, -0.17616, -0.41674, 2.51693, 6, 1, 1
10522.19560000, 10521.88362400, 5496, -0.165, -0.030, 0.278, -0.17629, -0.37283, 2.51707, 6, 1, 1
10524.19560000, 10523.79746400, 5497, -0.166, -0.030, 0.277, -0.17536, -0.37471, 2.51677, 6, 1, 1
10526.19560000, 10525.71240800, 5498, -0.165, -0.030, 0.278, -0.08991, -0.40079, 2.46307, 6, 1, 1
10528.19560000, 10527.62660000, 5499, -0.170, -0.028, 0.273, -0.20605, -0.38364, 2.53483, 6, 1, 1
10530.19560000, 10529.54140800, 5500, -0.173, -0.027, 0.270, -0.18247, -0.40763, 2.51855, 6, 1, 1
10532.19560000, 10531.45564800, 5501, -0.179, -0.025, 0.264, -0.23024, -0.41183, 2.54702, 6, 1, 1
10534.19560000, 10533.37038400, 5502, -0.178, -0.025, 0.265, -0.19276, -0.41728, 2.52724, 6, 1, 1
10536.19560000, 10535.28456800, 5503, -0.163, -0.031, 0.280, -0.17384, -0.36426, 2.51526, 6, 1, 1
10538.19560000, 10537.19960000, 5504, -0.187, -0.022, 0.256, -0.24587, -0.46348, 2.55885, 6, 1, 1
10539.19560000, 10539.11313600, 5505, -0.158, -0.033, 0.285, -0.14740, -0.35283, 2.50134, 6, 1, 1
10541.19560000, 10541.02852000, 5506, -0.151, -0.035, 0.292, -0.20222, -0.30495, 2.53252, 6, 1, 1
10543.19560000, 10542.94268000, 5507, -0.161, -0.032, 0.282, -0.18812, -0.35234, 2.52275, 6, 1, 1
10545.19560000, 10544.85738400, 5508, -0.174, -0.027, 0.269, -0.21394, -0.40483, 2.53848, 6, 1, 1
10547.19560000, 10546.77164800, 5509, -0.163, -0.031, 0.280, -0.24633, -0.35202, 2.55601, 6, 1, 1
10549.19560000, 10548.68543200, 5510, -0.179, -0.024, 0.264, -0.10777, -0.45813, 2.46978, 6, 1, 1
10551.19560000, 10550.60005600, 5511, -0.186, -0.022, 0.257, -0.16150, -0.46401, 2.50647, 6, 1, 1
10553.19560000, 10552.51527200, 5512, -0.178, -0.025, 0.265, -0.19736, -0.42266, 2.52752, 6, 1, 1
10555.19560000, 10554.42960000, 5513, -0.157, -0.033, 0.286, -0.20567, -0.33546, 2.53145, 6, 1, 1
10557.19560000, 10556.34352000, 5514, -0.184, -0.023, 0.259, -0.13216, -0.46834, 2.48438, 6, 1, 1
10559.19560000, 10558.25862400, 5515, -0.181, -0.024, 0.262, -0.11971, -0.46171, 2.47714, 6, 1, 1
10560.19560000, 10560.17224800, 5516, -0.176, -0.026, 0.267, -0.07203, -0.46107, 2.44541, 6, 1, 1
10562.19560000, 10562.08748800, 5517, -0.178, -0.025, 0.265, -0.12643, -0.45116, 2.47924, 6, 1, 1
10564.19560000, 10564.00148800, 5518, -0.174, -0.026, 0.270, -0.13952, -0.42067, 2.48999, 6, 1, 1
10566.19560000, 10565.91656800, 5519, -0.154, -0.034, 0.290, -0.12583, -0.33875, 2.48575, 6, 1, 1
10568.19560000, 10567.83027200, 5520, -0.167, -0.029, 0.276, -0.07630, -0.41347, 2.45186, 6, 1, 1
10570.19560000, 10569.74456800, 5521, -0.162, -0.031, 0.282, -0.12902, -0.37387, 2.48579, 6, 1, 1
10572.19560000, 10571.65962400, 5522, -0.172, -0.027, 0.271, -0.10677, -0.43649, 2.46867, 6, 1, 1
10574.19560000, 10573.57343200, 5523, -0.159, -0.032, 0.284, -0.07864, -0.37683, 2.45504, 6, 1, 1
10576.19560000, 10575.48860000, 5524, -0.167, -0.029, 0.277, -0.10650, -0.39816, 2.47161, 6, 1, 1
10578.19560000, 10577.40252000, 5525, -0.155, -0.033, 0.288, -0.08820, -0.36383, 2.46081, 6, 1, 1
10580.19560000, 10579.31754400, 5526, -0.170, -0.028, 0.274, -0.12467, -0.41999, 2.48031, 6, 1, 1
10582.19560000, 10581.23152000, 5527, -0.159, -0.032, 0.285, -0.09301, -0.37178, 2.46475, 6, 1, 1
10583.19560000, 10583.14652000, 5528, -0.161, -0.031, 0.283, -0.12077, -0.36536, 2.48175, 6, 1, 1
10585.19560000, 10585.06064800, 5529, -0.172, -0.027, 0.271, -0.16156, -0.40034, 2.50358, 6, 1, 1
10587.19560000, 10586.97892000, 5530, -0.157, -0.032, 0.286, -0.12470, -0.36367, 2.48362, 6, 1, 1
10589.19560000, 10588.88946400, 5531, -0.166, -0.029, 0.277, -0.11704, -0.39289, 2.47783, 6, 1, 1
10591.19560000, 10590.80364800, 5532, -0.160, -0.031, 0.283, -0.17067, -0.34280, 2.51125, 6, 1, 1
10593.19560000, 10592.71860000, 5533, -0.177, -0.025, 0.266, -0.19854, -0.40111, 2.52421, 6, 1, 1
10595.19560000, 10594.63338400, 5534, -0.137, -0.040, 0.306, -0.11742, -0.28687, 2.48331, 6, 1, 1
10597.19560000, 10596.54768000, 5535, -0.164, -0.029, 0.279, -0.12632, -0.38356, 2.48141, 6, 1, 1
10599.19560000, 10598.46162400, 5536, -0.163, -0.030, 0.280, -0.14230, -0.36467, 2.49178, 6, 1, 1
10601.19560000, 10600.37662400, 5537, -0.168, -0.028, 0.275, -0.19775, -0.36712, 2.52444, 6, 1, 1
10603.19560000, 10602.29048800, 5538, -0.179, -0.023, 0.263, -0.19069, -0.42156, 2.51969, 6, 1, 1
10605.19560000, 10604.20578400, 5539, -0.160, -0.030, 0.283, -0.06156, -0.40752, 2.43858, 6, 1, 1
10606.19560000, 10606.11976000, 5540, -0.164, -0.029, 0.279, -0.16552, -0.36129, 2.50489, 6, 1, 1
10608.19560000, 10608.03460000, 5541, -0.162, -0.030, 0.281, -0.08978, -0.38489, 2.45743, 6, 1, 1
10610.19560000, 10609.94843200, 5542, -0.154, -0.033, 0.289, -0.11229, -0.34714, 2.47363, 6, 1, 1
10612.19560000, 10611.86360000, 5543, -0.155, -0.032, 0.288, -0.16972, -0.33964, 2.50725, 6, 1, 1
10614.19560000, 10613.77721600, 5544, -0.163, -0.029, 0.279, -0.12969, -0.38937, 2.48039, 6, 1, 1
10616.19560000, 10615.69246400, 5545, -0.147, -0.035, 0.295, -0.08838, -0.33600, 2.46007, 6, 1, 1
10618.19560000, 10617.60668000, 5546, -0.153, -0.033, 0.290, -0.06525, -0.36855, 2.44473, 6, 1, 1
10620.19560000, 10619.52146400, 5547, -0.173, -0.025, 0.269, -0.10936, -0.44558, 2.46593, 6, 1, 1
10622.19560000, 10621.43548800, 5548, -0.169, -0.027, 0.273, -0.13326, -0.41384, 2.48259, 6, 1, 1
10624.19560000, 10623.34946400, 5549, -0.148, -0.035, 0.294, -0.08648, -0.34053, 2.46043, 6, 1, 1
10626.19560000, 10625.26460000, 5550, -0.145, -0.036, 0.297, -0.09037, -0.32415, 2.46342, 6, 1, 1
10627.19560000, 10627.17864800, 5551, -0.146, -0.035, 0.296, -0.01049, -0.37933, 2.41061, 6, 1, 1
10629.19560000, 10629.09319200, 5552, -0.155, -0.032, 0.287, -0.04992, -0.39401, 2.43152, 6, 1, 1
10631.19560000, 10631.00760000, 5553, -0.162, -0.029, 0.279, -0.17624, -0.35762, 2.50933, 6, 1, 1
10633.19560000, 10632.92252000, 5554, -0.159, -0.030, 0.282, -0.06893, -0.39420, 2.44196, 6, 1, 1
10635.19560000, 10634.83654400, 5555, -0.155, -0.032, 0.287, -0.09096, -0.36065, 2.45778, 6, 1, 1
10637.19560000, 10636.75164800, 5556, -0.168, -0.026, 0.273, -0.06439, -0.44728, 2.43354, 6, 1, 1
10639.19560000, 10638.66560000, 5557, -0.164, -0.028, 0.277, -0.04607, -0.43962, 2.42137, 6, 1, 1
10641.19560000, 10640.57962400, 5558, -0.172, -0.025, 0.269, -0.05371, -0.46630, 2.42409, 6, 1, 1
10643.19560000, 10642.49456800, 5559, -0.167, -0.026, 0.273, -0.04453, -0.45379, 2.41916, 6, 1, 1
10645.19560000, 10644.40856800, 5560, -0.165, -0.027, 0.275, -0.08868, -0.42776, 2.45097, 6, 1, 1
10647.19560000, 10646.32343200, 5561, -0.169, -0.026, 0.272, -0.08291, -0.44405, 2.44470, 6, 1, 1
10649.19560000, 10648.23773600, 5562, -0.164, -0.028, 0.277, -0.05077, -0.43407, 2.42654, 6, 1, 1
10650.19560000, 10650.15252000, 5563, -0.178, -0.022, 0.262, -0.07480, -0.50379, 2.43511, 6, 1, 1
10652.19560000, 10652.06656800, 5564, -0.170, -0.025, 0.271, -0.05757, -0.46679, 2.42625, 6, 1, 1
10654.19560000, 10653.98162400, 5565, -0.171, -0.025, 0.270, -0.09060, -0.45643, 2.44793, 6, 1, 1
10656.19560000, 10655.89556800, 5566, -0.176, -0.023, 0.264, -0.11942, -0.46253, 2.46677, 6, 1, 1
10658.19560000, 10657.81060000, 5567, -0.164, -0.027, 0.276, -0.05538, -0.43994, 2.42642, 6, 1, 1
10660.19560000, 10659.72446400, 5568, -0.189, -0.018, 0.251, -0.14490, -0.52442, 2.48081, 6, 1, 1
10662.19560000, 10661.63964800, 5569, -0.167, -0.026, 0.273, -0.08863, -0.44392, 2.44784, 6, 1, 1
10664.19560000, 10663.55332800, 5570, -0.171, -0.025, 0.269, -0.11164, -0.45057, 2.46133, 6, 1, 1
10666.19560000, 10665.46838400, 5571, -0.176, -0.023, 0.264, -0.06227, -0.49887, 2.42456, 6, 1, 1
10668.19560000, 10667.38235200, 5572, -0.182, -0.021, 0.257, -0.20225, -0.46473, 2.51905, 6, 1, 1
10670.19560000, 10669.29740800, 5573, -0.166, -0.027, 0.274, -0.11438, -0.41676, 2.46435, 6, 1, 1
10672.19560000, 10671.21143200, 5574, -0.176, -0.023, 0.264, -0.19206, -0.44472, 2.50961, 6, 1, 1
10673.19560000, 10673.12548800, 5575, -0.179, -0.022, 0.260, -0.15746, -0.46614, 2.48773, 6, 1, 1
10675.19560000, 10675.04038400, 5576, -0.182, -0.020, 0.257, -0.10985, -0.51019, 2.45487, 6, 1, 1
10677.19560000, 10676.95448800, 5577, -0.179, -0.021, 0.260, -0.10381, -0.49869, 2.45122, 6, 1, 1
10679.19560000, 10678.86943200, 5578, -0.175, -0.023, 0.264, -0.23448, -0.43410, 2.53491, 6, 1, 1
10681.19560000, 10680.78364800, 5579, -0.186, -0.019, 0.253, -0.14270, -0.52357, 2.47594, 6, 1, 1
10683.19560000, 10682.69852000, 5580, -0.184, -0.020, 0.255, -0.09678, -0.53273, 2.44372, 6, 1, 1
10685.19560000, 10684.61248800, 5581, -0.177, -0.022, 0.261, -0.09736, -0.49495, 2.44502, 6, 1, 1
10687.19560000, 10686.52752000, 5582, -0.159, -0.029, 0.280, -0.13173, -0.39115, 2.47365, 6, 1, 1
10689.19560000, 10688.44164800, 5583, -0.156, -0.030, 0.283, -0.17302, -0.36457, 2.49868, 6, 1, 1
10691.19560000, 10690.35654400, 5584, -0.154, -0.031, 0.285, 0.00921, -0.44245, 2.38111, 6, 1, 1
10693.19560000, 10692.27060000, 5585, -0.161, -0.028, 0.278, -0.05918, -0.42583, 2.42591, 6, 1, 1
10694.19560000, 10694.18492000, 5586, -0.145, -0.034, 0.294, -0.01769, -0.39254, 2.40430, 6, 1, 1
10696.19560000, 10696.09905600, 5587, -0.170, -0.025, 0.269, -0.05812, -0.49196, 2.41812, 6, 1, 1
10698.19560000, 10698.01354400, 5588, -0.159, -0.029, 0.280, -0.07059, -0.41468, 2.43389, 6, 1, 1
10700.19560000, 10699.92862400, 5589, -0.151, -0.032, 0.287, 0.00991, -0.43422, 2.38116, 6, 1, 1
10702.19560000, 10701.84243200, 5590, -0.173, -0.024, 0.265, -0.10391, -0.47853, 2.45029, 6, 1, 1
10704.19560000, 10703.75746400, 5591, -0.169, -0.025, 0.269, -0.08659, -0.46960, 2.43951, 6, 1, 1
10706.19560000, 10705.67162400, 5592, -0.154, -0.031, 0.285, -0.06232, -0.39998, 2.43016, 6, 1, 1
10708.19560000, 10707.58643200, 5593, -0.161, -0.028, 0.278, -0.06180, -0.43312, 2.42678, 6, 1, 1
10710.19560000, 10709.50035200, 5594, -0.150, -0.033, 0.289, -0.03519, -0.39543, 2.41422, 6, 1, 1
10712.19560000, 10711.41560000, 5595, -0.144, -0.035, 0.294, -0.04437, -0.37286, 2.42329, 6, 1, 1
10714.19560000, 10713.32954400, 5596, -0.182, -0.021, 0.256, -0.17027, -0.50832, 2.49103, 6, 1, 1
10716.19560000, 10715.24456800, 5597, -0.160, -0.029, 0.278, -0.07988, -0.42266, 2.43780, 6, 1, 1
10717.19560000, 10717.15835200, 5598, -0.158, -0.030, 0.281, -0.05268, -0.42766, 2.42003, 6, 1, 1
