time_ms, lin_x_pos, lin_y_pos, lin_z_pos, lin_x_vel, lin_y_vel, lin_z_vel, ang_h_pos, ang_p_pos, ang_s_pos, ang_h_vel, ang_p_vel, ang_s_vel, lin_x_pos_var, lin_y_pos_var, lin_z_pos_var, lin_x_vel_var, lin_y_vel_var, lin_z_vel_var, ang_h_pos_var, ang_p_pos_var, ang_s_pos_var, ang_h_vel_var, ang_p_vel_var, ang_s_vel_var
15244.37375200, -0.511, -0.072, 0.728, 0.162, 2.256, -2.391, -0.62944, -0.75693, -0.49044, 1.00705, 4.21177, -11.43115, 0.00364, 0.00364, 0.00364, 9.85805, 9.85805, 9.85805, 0.00364, 0.00364, 0.00364, 9.85805, 9.85805, 9.85805
15245.37375200, -0.510, -0.069, 0.725, 0.162, 2.256, -2.391, -0.62844, -0.75272, -0.50187, 1.00705, 4.21177, -11.43115, 0.00423, 0.00423, 0.00423, 9.87805, 9.87805, 9.87805, 0.00423, 0.00423, 0.00423, 9.87805, 9.87805, 9.87805
15246.37375200, -0.510, -0.068, 0.723, 0.162, 2.248, -2.387, -0.62661, -0.74623, -0.50886, 1.01709, 4.23963, -11.37688, 0.00356, 0.00356, 0.00356, 9.70569, 9.70569, 9.70569, 0.00356, 0.00356, 0.00356, 9.70569, 9.70569, 9.70569
15247.37375200, -0.510, -0.065, 0.721, 0.162, 2.248, -2.387, -0.62559, -0.74199, -0.52023, 1.01709, 4.23963, -11.37688, 0.00416, 0.00416, 0.00416, 9.72569, 9.72569, 9.72569, 0.00416, 0.00416, 0.00416, 9.72569, 9.72569, 9.72569
15248.37375200, -0.510, -0.065, 0.720, 0.158, 2.224, -2.367, -0.61597, -0.73886, -0.52988, 1.13174, 4.22483, -11.35385, 0.00353, 0.00353, 0.00353, 9.52298, 9.52298, 9.52298, 0.00353, 0.00353, 0.00353, 9.52298, 9.52298, 9.52298
15249.37375200, -0.510, -0.063, 0.718, 0.158, 2.224, -2.367, -0.61484, -0.73463, -0.54124, 1.13174, 4.22483, -11.35385, 0.00413, 0.00413, 0.00413, 9.54298, 9.54298, 9.54298, 0.00413, 0.00413, 0.00413, 9.54298, 9.54298, 9.54298
15250.37375200, -0.510, -0.062, 0.716, 0.156, 2.200, -2.349, -0.60217, -0.73158, -0.55116, 1.29320, 4.20842, -11.33386, 0.00352, 0.00352, 0.00352, 9.31931, 9.31931, 9.31931, 0.00352, 0.00352, 0.00352, 9.31931, 9.31931, 9.31931
15251.37375200, -0.510, -0.060, 0.714, 0.156, 2.200, -2.349, -0.60088, -0.72737, -0.56250, 1.29320, 4.20842, -11.33386, 0.00413, 0.00413, 0.00413, 9.33931, 9.33931, 9.33931, 0.00413, 0.00413, 0.00413, 9.33931, 9.33931, 9.33931
15252.37375200, -0.510, -0.060, 0.713, 0.153, 2.174, -2.329, -0.58659, -0.72384, -0.57314, 1.47972, 4.19869, -11.32401, 0.00352, 0.00352, 0.00352, 9.10331, 9.10331, 9.10331, 0.00352, 0.00352, 0.00352, 9.10331, 9.10331, 9.10331
15253.37375200, -0.510, -0.058, 0.711, 0.153, 2.174, -2.329, -0.58511, -0.71964, -0.58447, 1.47972, 4.19869, -11.32401, 0.00413, 0.00413, 0.00413, 9.12331, 9.12331, 9.12331, 0.00413, 0.00413, 0.00413, 9.12331, 9.12331, 9.12331
15254.37375200, -0.508, -0.049, 0.702, 0.175, 2.262, -2.425, -0.59424, -0.69926, -0.58665, 1.32594, 4.43344, -11.19144, 0.00352, 0.00352, 0.00352, 8.88206, 8.88206, 8.88206, 0.00352, 0.00352, 0.00352, 8.88206, 8.88206, 8.88206
15255.37375200, -0.508, -0.047, 0.699, 0.175, 2.262, -2.425, -0.59291, -0.69482, -0.59784, 1.32594, 4.43344, -11.19144, 0.00413, 0.00413, 0.00413, 8.90206, 8.90206, 8.90206, 0.00413, 0.00413, 0.00413, 8.90206, 8.90206, 8.90206
15256.37375200, -0.508, -0.047, 0.699, 0.171, 2.228, -2.399, -0.58951, -0.68963, -0.60180, 1.35599, 4.44444, -11.08655, 0.00352, 0.00352, 0.00352, 8.66092, 8.66092, 8.66092, 0.00352, 0.00352, 0.00352, 8.66092, 8.66092, 8.66092
15257.37375200, -0.508, -0.047, 0.698, 0.166, 2.193, -2.373, -0.58572, -0.68488, -0.60885, 1.39118, 4.44881, -11.02823, 0.00319, 0.00319, 0.00319, 8.48370, 8.48370, 8.48370, 0.00319, 0.00319, 0.00319, 8.48370, 8.48370, 8.48370
15258.37375200, -0.508, -0.045, 0.696, 0.166, 2.193, -2.373, -0.58433, -0.68043, -0.61988, 1.39118, 4.44881, -11.02823, 0.00379, 0.00379, 0.00379, 8.50370, 8.50370, 8.50370, 0.00379, 0.00379, 0.00379, 8.50370, 8.50370, 8.50370
15259.37375200, -0.507, -0.040, 0.690, 0.179, 2.241, -2.430, -0.58001, -0.66528, -0.62671, 1.43325, 4.60244, -10.96795, 0.00334, 0.00334, 0.00334, 8.30316, 8.30316, 8.30316, 0.00334, 0.00334, 0.00334, 8.30316, 8.30316, 8.30316
15260.37375200, -0.507, -0.037, 0.687, 0.179, 2.241, -2.430, -0.57858, -0.66067, -0.63768, 1.43325, 4.60244, -10.96795, 0.00394, 0.00394, 0.00394, 8.32316, 8.32316, 8.32316, 0.00394, 0.00394, 0.00394, 8.32316, 8.32316, 8.32316
15261.37375200, -0.506, -0.033, 0.682, 0.189, 2.272, -2.470, -0.56664, -0.64727, -0.64556, 1.58184, 4.72699, -10.92428, 0.00342, 0.00342, 0.00342, 8.11354, 8.11354, 8.11354, 0.00342, 0.00342, 0.00342, 8.11354, 8.11354, 8.11354
15262.37375200, -0.506, -0.031, 0.679, 0.189, 2.272, -2.470, -0.56506, -0.64255, -0.65648, 1.58184, 4.72699, -10.92428, 0.00402, 0.00402, 0.00402, 8.13354, 8.13354, 8.13354, 0.00402, 0.00402, 0.00402, 8.13354, 8.13354, 8.13354
15263.37375200, -0.505, -0.029, 0.677, 0.191, 2.266, -2.474, -0.56106, -0.63297, -0.65996, 1.61561, 4.79445, -10.82054, 0.00346, 0.00346, 0.00346, 7.92351, 7.92351, 7.92351, 0.00346, 0.00346, 0.00346, 7.92351, 7.92351, 7.92351
15264.37375200, -0.505, -0.027, 0.674, 0.191, 2.266, -2.474, -0.55944, -0.62818, -0.67078, 1.61561, 4.79445, -10.82054, 0.00406, 0.00406, 0.00406, 7.94351, 7.94351, 7.94351, 0.00406, 0.00406, 0.00406, 7.94351, 7.94351, 7.94351
15265.37375200, -0.504, -0.021, 0.668, 0.205, 2.312, -2.531, -0.55532, -0.61040, -0.67492, 1.64988, 4.97203, -10.72913, 0.00348, 0.00348, 0.00348, 7.73786, 7.73786, 7.73786, 0.00348, 0.00348, 0.00348, 7.73786, 7.73786, 7.73786
15266.37375200, -0.504, -0.019, 0.665, 0.205, 2.312, -2.531, -0.55367, -0.60543, -0.68564, 1.64988, 4.97203, -10.72913, 0.00408, 0.00408, 0.00408, 7.75786, 7.75786, 7.75786, 0.00408, 0.00408, 0.00408, 7.75786, 7.75786, 7.75786
15267.37375200, -0.503, -0.016, 0.662, 0.210, 2.312, -2.541, -0.54315, -0.59499, -0.68984, 1.76889, 5.04538, -10.64148, 0.00348, 0.00348, 0.00348, 7.55897, 7.55897, 7.55897, 0.00348, 0.00348, 0.00348, 7.55897, 7.55897, 7.55897
15268.37375200, -0.503, -0.014, 0.659, 0.210, 2.312, -2.541, -0.54139, -0.58995, -0.70049, 1.76889, 5.04538, -10.64148, 0.00409, 0.00409, 0.00409, 7.57897, 7.57897, 7.57897, 0.00409, 0.00409, 0.00409, 7.57897, 7.57897, 7.57897
15269.37375200, -0.502, -0.011, 0.655, 0.216, 2.320, -2.559, -0.52814, -0.57742, -0.70431, 1.92006, 5.14391, -10.55162, 0.00349, 0.00349, 0.00349, 7.38788, 7.38788, 7.38788, 0.00349, 0.00349, 0.00349, 7.38788, 7.38788, 7.38788
15270.37375200, -0.502, -0.009, 0.653, 0.216, 2.320, -2.559, -0.52622, -0.57228, -0.71486, 1.92006, 5.14391, -10.55162, 0.00408, 0.00408, 0.00408, 7.40788, 7.40788, 7.40788, 0.00408, 0.00408, 0.00408, 7.40788, 7.40788, 7.40788
15271.37375200, -0.502, -0.009, 0.652, 0.214, 2.283, -2.533, -0.53402, -0.56887, -0.71355, 1.79451, 5.12156, -10.39846, 0.00348, 0.00348, 0.00348, 7.22491, 7.22491, 7.22491, 0.00348, 0.00348, 0.00348, 7.22491, 7.22491, 7.22491
15272.37375200, -0.502, -0.007, 0.650, 0.214, 2.283, -2.533, -0.53222, -0.56374, -0.72395, 1.79451, 5.12156, -10.39846, 0.00408, 0.00408, 0.00408, 7.24491, 7.24491, 7.24491, 0.00408, 0.00408, 0.00408, 7.24491, 7.24491, 7.24491
15273.37375200, -0.502, -0.008, 0.650, 0.209, 2.236, -2.498, -0.53228, -0.56091, -0.72420, 1.77107, 5.09260, -10.26976, 0.00348, 0.00348, 0.00348, 7.06998, 7.06998, 7.06998, 0.00348, 0.00348, 0.00348, 7.06998, 7.06998, 7.06998
15274.37375200, -0.502, -0.006, 0.647, 0.209, 2.236, -2.498, -0.53051, -0.55581, -0.73447, 1.77107, 5.09260, -10.26976, 0.00408, 0.00408, 0.00408, 7.08998, 7.08998, 7.08998, 0.00408, 0.00408, 0.00408, 7.08998, 7.08998, 7.08998
15275.37375200, -0.501, -0.005, 0.646, 0.211, 2.218, -2.490, -0.50719, -0.54551, -0.73944, 2.03902, 5.15743, -10.20389, 0.00348, 0.00348, 0.00348, 6.92281, 6.92281, 6.92281, 0.00348, 0.00348, 0.00348, 6.92281, 6.92281, 6.92281
15276.37375200, -0.501, -0.003, 0.643, 0.211, 2.218, -2.490, -0.50515, -0.54035, -0.74965, 2.03902, 5.15743, -10.20389, 0.00407, 0.00407, 0.00407, 6.94281, 6.94281, 6.94281, 0.00407, 0.00407, 0.00407, 6.94281, 6.94281, 6.94281
15277.37375200, -0.500, 0.000, 0.639, 0.219, 2.232, -2.514, -0.49549, -0.52521, -0.75006, 2.13216, 5.27934, -10.08434, 0.00347, 0.00347, 0.00347, 6.78303, 6.78303, 6.78303, 0.00347, 0.00347, 0.00347, 6.78303, 6.78303, 6.78303
15278.37375200, -0.500, 0.002, 0.636, 0.219, 2.232, -2.514, -0.49335, -0.51993, -0.76014, 2.13216, 5.27934, -10.08434, 0.00406, 0.00406, 0.00406, 6.80303, 6.80303, 6.80303, 0.00406, 0.00406, 0.00406, 6.80303, 6.80303, 6.80303
15279.37375200, -0.500, 0.001, 0.636, 0.216, 2.190, -2.482, -0.47767, -0.51495, -0.76276, 2.29458, 5.27579, -9.99480, 0.00347, 0.00347, 0.00347, 6.65024, 6.65024, 6.65024, 0.00347, 0.00347, 0.00347, 6.65024, 6.65024, 6.65024
15280.37375200, -0.500, 0.003, 0.633, 0.219, 2.187, -2.490, -0.47280, -0.50381, -0.76586, 2.32520, 5.34548, -9.91289, 0.00314, 0.00314, 0.00314, 6.54120, 6.54120, 6.54120, 0.00314, 0.00314, 0.00314, 6.54120, 6.54120, 6.54120
15281.37375200, -0.499, 0.005, 0.631, 0.219, 2.187, -2.490, -0.47048, -0.49846, -0.77577, 2.32520, 5.34548, -9.91289, 0.00372, 0.00372, 0.00372, 6.56120, 6.56120, 6.56120, 0.00372, 0.00372, 0.00372, 6.56120, 6.56120, 6.56120
15282.37375200, -0.499, 0.008, 0.626, 0.226, 2.195, -2.509, -0.46356, -0.48528, -0.77762, 2.37883, 5.43702, -9.81866, 0.00328, 0.00328, 0.00328, 6.44001, 6.44001, 6.44001, 0.00328, 0.00328, 0.00328, 6.44001, 6.44001, 6.44001
15283.37375200, -0.498, 0.010, 0.624, 0.226, 2.195, -2.509, -0.46118, -0.47985, -0.78744, 2.37883, 5.43702, -9.81866, 0.00387, 0.00387, 0.00387, 6.46001, 6.46001, 6.46001, 0.00387, 0.00387, 0.00387, 6.46001, 6.46001, 6.46001
15284.37375200, -0.497, 0.015, 0.618, 0.237, 2.222, -2.550, -0.47499, -0.46611, -0.78501, 2.19287, 5.53236, -9.67796, 0.00336, 0.00336, 0.00336, 6.33440, 6.33440, 6.33440, 0.00336, 0.00336, 0.00336, 6.33440, 6.33440, 6.33440
15285.37375200, -0.497, 0.017, 0.615, 0.237, 2.222, -2.550, -0.47280, -0.46058, -0.79469, 2.19287, 5.53236, -9.67796, 0.00394, 0.00394, 0.00394, 6.35440, 6.35440, 6.35440, 0.00394, 0.00394, 0.00394, 6.35440, 6.35440, 6.35440
15286.37375200, -0.495, 0.027, 0.604, 0.261, 2.307, -2.648, -0.47877, -0.42690, -0.79011, 2.10070, 5.85023, -9.51699, 0.00340, 0.00340, 0.00340, 6.22883, 6.22883, 6.22883, 0.00340, 0.00340, 0.00340, 6.22883, 6.22883, 6.22883
15287.37375200, -0.494, 0.029, 0.601, 0.261, 2.307, -2.648, -0.47667, -0.42105, -0.79963, 2.10070, 5.85023, -9.51699, 0.00398, 0.00398, 0.00398, 6.24883, 6.24883, 6.24883, 0.00398, 0.00398, 0.00398, 6.24883, 6.24883, 6.24883
15288.37375200, -0.494, 0.030, 0.599, 0.263, 2.288, -2.640, -0.46702, -0.41316, -0.79869, 2.18457, 5.87290, -9.40077, 0.00342, 0.00342, 0.00342, 6.12562, 6.12562, 6.12562, 0.00342, 0.00342, 0.00342, 6.12562, 6.12562, 6.12562
15289.37375200, -0.494, 0.032, 0.597, 0.263, 2.288, -2.640, -0.46484, -0.40729, -0.80809, 2.18457, 5.87290, -9.40077, 0.00400, 0.00400, 0.00400, 6.14562, 6.14562, 6.14562, 0.00400, 0.00400, 0.00400, 6.14562, 6.14562, 6.14562
15290.37375200, -0.493, 0.033, 0.595, 0.265, 2.269, -2.632, -0.46481, -0.40062, -0.80671, 2.16095, 5.88163, -9.28285, 0.00343, 0.00343, 0.00343, 6.02586, 6.02586, 6.02586, 0.00343, 0.00343, 0.00343, 6.02586, 6.02586, 6.02586
15291.37375200, -0.493, 0.035, 0.592, 0.265, 2.269, -2.632, -0.46265, -0.39473, -0.81599, 2.16095, 5.88163, -9.28285, 0.00401, 0.00401, 0.00401, 6.04586, 6.04586, 6.04586, 0.00401, 0.00401, 0.00401, 6.04586, 6.04586, 6.04586
15292.37375200, -0.493, 0.032, 0.594, 0.259, 2.212, -2.584, -0.42603, -0.38646, -0.81879, 2.53196, 5.90735, -9.21308, 0.00343, 0.00343, 0.00343, 5.92999, 5.92999, 5.92999, 0.00343, 0.00343, 0.00343, 5.92999, 5.92999, 5.92999
15293.37375200, -0.493, 0.034, 0.592, 0.259, 2.212, -2.584, -0.42350, -0.38056, -0.82801, 2.53196, 5.90735, -9.21308, 0.00401, 0.00401, 0.00401, 5.94999, 5.94999, 5.94999, 0.00401, 0.00401, 0.00401, 5.94999, 5.94999, 5.94999
15294.37375200, -0.493, 0.031, 0.593, 0.254, 2.156, -2.538, -0.41914, -0.38734, -0.82860, 2.55142, 5.77275, -9.12164, 0.00343, 0.00343, 0.00343, 5.83810, 5.83810, 5.83810, 0.00343, 0.00343, 0.00343, 5.83810, 5.83810, 5.83810
15295.37375200, -0.493, 0.033, 0.591, 0.254, 2.156, -2.538, -0.41658, -0.38157, -0.83772, 2.55142, 5.77275, -9.12164, 0.00401, 0.00401, 0.00401, 5.85810, 5.85810, 5.85810, 0.00401, 0.00401, 0.00401, 5.85810, 5.85810, 5.85810
15296.37375200, -0.492, 0.034, 0.589, 0.257, 2.141, -2.534, -0.40991, -0.37092, -0.83523, 2.59456, 5.82369, -9.00020, 0.00343, 0.00343, 0.00343, 5.75014, 5.75014, 5.75014, 0.00343, 0.00343, 0.00343, 5.75014, 5.75014, 5.75014
15297.37375200, -0.492, 0.036, 0.586, 0.257, 2.141, -2.534, -0.40731, -0.36510, -0.84423, 2.59456, 5.82369, -9.00020, 0.00401, 0.00401, 0.00401, 5.77014, 5.77014, 5.77014, 0.00401, 0.00401, 0.00401, 5.77014, 5.77014, 5.77014
15298.37375200, -0.492, 0.035, 0.586, 0.256, 2.106, -2.509, -0.40515, -0.36309, -0.84249, 2.59005, 5.78439, -8.88952, 0.00342, 0.00342, 0.00342, 5.66594, 5.66594, 5.66594, 0.00342, 0.00342, 0.00342, 5.66594, 5.66594, 5.66594
15299.37375200, -0.492, 0.037, 0.583, 0.256, 2.106, -2.509, -0.40256, -0.35730, -0.85138, 2.59005, 5.78439, -8.88952, 0.00400, 0.00400, 0.00400, 5.68594, 5.68594, 5.68594, 0.00400, 0.00400, 0.00400, 5.68594, 5.68594, 5.68594
15300.37375200, -0.491, 0.039, 0.580, 0.263, 2.108, -2.522, -0.40027, -0.34465, -0.84755, 2.58701, 5.85417, -8.76028, 0.00342, 0.00342, 0.00342, 5.58535, 5.58535, 5.58535, 0.00342, 0.00342, 0.00342, 5.58535, 5.58535, 5.58535
15301.37375200, -0.491, 0.041, 0.577, 0.263, 2.108, -2.522, -0.39769, -0.33880, -0.85631, 2.58701, 5.85417, -8.76028, 0.00400, 0.00400, 0.00400, 5.60535, 5.60535, 5.60535, 0.00400, 0.00400, 0.00400, 5.60535, 5.60535, 5.60535
15302.37375200, -0.491, 0.036, 0.581, 0.254, 2.030, -2.453, -0.38052, -0.34593, -0.85888, 2.73321, 5.72396, -8.69820, 0.00342, 0.00342, 0.00342, 5.50818, 5.50818, 5.50818, 0.00342, 0.00342, 0.00342, 5.50818, 5.50818, 5.50818
15303.37375200, -0.490, 0.040, 0.576, 0.263, 2.052, -2.486, -0.37361, -0.32024, -0.85585, 2.77488, 5.92292, -8.58126, 0.00310, 0.00310, 0.00310, 5.43990, 5.43990, 5.43990, 0.00310, 0.00310, 0.00310, 5.43990, 5.43990, 5.43990
15304.37375200, -0.490, 0.042, 0.573, 0.263, 2.052, -2.486, -0.37083, -0.31432, -0.86443, 2.77488, 5.92292, -8.58126, 0.00367, 0.00367, 0.00367, 5.45990, 5.45990, 5.45990, 0.00367, 0.00367, 0.00367, 5.45990, 5.45990, 5.45990
15305.37375200, -0.489, 0.041, 0.573, 0.264, 2.021, -2.466, -0.37465, -0.31655, -0.86428, 2.71002, 5.84263, -8.49529, 0.00324, 0.00324, 0.00324, 5.38240, 5.38240, 5.38240, 0.00324, 0.00324, 0.00324, 5.38240, 5.38240, 5.38240
15306.37375200, -0.489, 0.043, 0.570, 0.264, 2.021, -2.466, -0.37194, -0.31071, -0.87277, 2.71002, 5.84263, -8.49529, 0.00381, 0.00381, 0.00381, 5.40240, 5.40240, 5.40240, 0.00381, 0.00381, 0.00381, 5.40240, 5.40240, 5.40240
15307.37375200, -0.488, 0.047, 0.565, 0.274, 2.038, -2.496, -0.37824, -0.29423, -0.86842, 2.62243, 5.94607, -8.37036, 0.00332, 0.00332, 0.00332, 5.32089, 5.32089, 5.32089, 0.00332, 0.00332, 0.00332, 5.32089, 5.32089, 5.32089
15308.37375200, -0.488, 0.049, 0.562, 0.274, 2.038, -2.496, -0.37561, -0.28828, -0.87679, 2.62243, 5.94607, -8.37036, 0.00389, 0.00389, 0.00389, 5.34089, 5.34089, 5.34089, 0.00389, 0.00389, 0.00389, 5.34089, 5.34089, 5.34089
15309.37375200, -0.487, 0.050, 0.559, 0.280, 2.032, -2.501, -0.37096, -0.27573, -0.87418, 2.64193, 6.00950, -8.26496, 0.00336, 0.00336, 0.00336, 5.25840, 5.25840, 5.25840, 0.00336, 0.00336, 0.00336, 5.25840, 5.25840, 5.25840
15310.37375200, -0.486, 0.052, 0.557, 0.280, 2.032, -2.501, -0.36832, -0.26972, -0.88245, 2.64193, 6.00950, -8.26496, 0.00393, 0.00393, 0.00393, 5.27840, 5.27840, 5.27840, 0.00393, 0.00393, 0.00393, 5.27840, 5.27840, 5.27840
15311.37375200, -0.486, 0.053, 0.555, 0.284, 2.018, -2.497, -0.36020, -0.25648, -0.87850, 2.69385, 6.07810, -8.14904, 0.00338, 0.00338, 0.00338, 5.19660, 5.19660, 5.19660, 0.00338, 0.00338, 0.00338, 5.19660, 5.19660, 5.19660
15312.37375200, -0.485, 0.055, 0.552, 0.284, 2.018, -2.497, -0.35751, -0.25040, -0.88665, 2.69385, 6.07810, -8.14904, 0.00395, 0.00395, 0.00395, 5.21660, 5.21660, 5.21660, 0.00395, 0.00395, 0.00395, 5.21660, 5.21660, 5.21660
15313.37375200, -0.485, 0.054, 0.552, 0.285, 1.989, -2.478, -0.35312, -0.24587, -0.88458, 2.70978, 6.06366, -8.05319, 0.00339, 0.00339, 0.00339, 5.13630, 5.13630, 5.13630, 0.00339, 0.00339, 0.00339, 5.13630, 5.13630, 5.13630
15314.37375200, -0.485, 0.056, 0.549, 0.285, 1.989, -2.478, -0.35041, -0.23980, -0.89263, 2.70978, 6.06366, -8.05319, 0.00396, 0.00396, 0.00396, 5.15630, 5.15630, 5.15630, 0.00396, 0.00396, 0.00396, 5.15630, 5.15630, 5.15630
15315.37375200, -0.484, 0.057, 0.546, 0.290, 1.981, -2.482, -0.35440, -0.22984, -0.88884, 2.64765, 6.09978, -7.94335, 0.00339, 0.00339, 0.00339, 5.07787, 5.07787, 5.07787, 0.00339, 0.00339, 0.00339, 5.07787, 5.07787, 5.07787
15316.37375200, -0.484, 0.059, 0.544, 0.290, 1.981, -2.482, -0.35175, -0.22374, -0.89678, 2.64765, 6.09978, -7.94335, 0.00396, 0.00396, 0.00396, 5.09787, 5.09787, 5.09787, 0.00396, 0.00396, 0.00396, 5.09787, 5.09787, 5.09787
15317.37375200, -0.483, 0.058, 0.543, 0.293, 1.959, -2.468, -0.34140, -0.21302, -0.89235, 2.71828, 6.14219, -7.82977, 0.00340, 0.00340, 0.00340, 5.02147, 5.02147, 5.02147, 0.00340, 0.00340, 0.00340, 5.02147, 5.02147, 5.02147
15318.37375200, -0.483, 0.060, 0.540, 0.293, 1.959, -2.468, -0.33869, -0.20688, -0.90018, 2.71828, 6.14219, -7.82977, 0.00396, 0.00396, 0.00396, 5.04147, 5.04147, 5.04147, 0.00396, 0.00396, 0.00396, 5.04147, 5.04147, 5.04147
15319.37375200, -0.482, 0.059, 0.540, 0.295, 1.934, -2.452, -0.32675, -0.19388, -0.89599, 2.80191, 6.20437, -7.72073, 0.00340, 0.00340, 0.00340, 4.96711, 4.96711, 4.96711, 0.00340, 0.00340, 0.00340, 4.96711, 4.96711, 4.96711
15320.37375200, -0.482, 0.061, 0.537, 0.295, 1.934, -2.452, -0.32395, -0.18768, -0.90371, 2.80191, 6.20437, -7.72073, 0.00396, 0.00396, 0.00396, 4.98711, 4.98711, 4.98711, 0.00396, 0.00396, 0.00396, 4.98711, 4.98711, 4.98711
15321.37375200, -0.482, 0.060, 0.537, 0.296, 1.903, -2.430, -0.32399, -0.18788, -0.90191, 2.77640, 6.14690, -7.63520, 0.00339, 0.00339, 0.00339, 4.91475, 4.91475, 4.91475, 0.00339, 0.00339, 0.00339, 4.91475, 4.91475, 4.91475
15322.37375200, -0.481, 0.062, 0.535, 0.296, 1.903, -2.430, -0.32121, -0.18173, -0.90954, 2.77640, 6.14690, -7.63520, 0.00396, 0.00396, 0.00396, 4.93475, 4.93475, 4.93475, 0.00396, 0.00396, 0.00396, 4.93475, 4.93475, 4.93475
15323.37375200, -0.481, 0.062, 0.533, 0.299, 1.886, -2.423, -0.31159, -0.15983, -0.90134, 2.83724, 6.28693, -7.49434, 0.00339, 0.00339, 0.00339, 4.86433, 4.86433, 4.86433, 0.00339, 0.00339, 0.00339, 4.86433, 4.86433, 4.86433
15324.37375200, -0.480, 0.061, 0.533, 0.301, 1.860, -2.405, -0.30744, -0.15754, -0.90204, 2.84888, 6.25161, -7.43419, 0.00308, 0.00308, 0.00308, 4.81580, 4.81580, 4.81580, 0.00308, 0.00308, 0.00308, 4.81580, 4.81580, 4.81580
15325.37375200, -0.480, 0.063, 0.530, 0.301, 1.860, -2.405, -0.30459, -0.15128, -0.90947, 2.84888, 6.25161, -7.43419, 0.00364, 0.00364, 0.00364, 4.83580, 4.83580, 4.83580, 0.00364, 0.00364, 0.00364, 4.83580, 4.83580, 4.83580
15326.37375200, -0.479, 0.064, 0.528, 0.306, 1.853, -2.408, -0.30253, -0.13807, -0.90627, 2.84194, 6.31271, -7.34089, 0.00322, 0.00322, 0.00322, 4.77965, 4.77965, 4.77965, 0.00322, 0.00322, 0.00322, 4.77965, 4.77965, 4.77965
