time_ms, meas_time_ms, frame_id, lin_x_m, lin_y_m, lin_z_m, ang_h_rad, ang_p_rad, ang_s_rad, disc_index, player
15325.37375200, 15325.26796800, 8005, -0.477, 0.059, 0.529, -0.30753, -0.12542, -0.86998, 6, 1, 1
15327.37375200, 15327.18259200, 8006, -0.477, 0.058, 0.528, -0.28573, -0.10082, -0.86936, 6, 1, 1
15329.37375200, 15329.09745600, 8007, -0.477, 0.057, 0.528, -0.28667, -0.10142, -0.87332, 6, 1, 1
15331.37375200, 15331.01192000, 8008, -0.475, 0.062, 0.521, -0.27390, -0.03827, -0.86586, 6, 1, 1
15333.37375200, 15332.92564800, 8009, -0.473, 0.067, 0.513, -0.31064, -0.06654, -0.87813, 6, 1, 1
15335.37375200, 15334.84016000, 8010, -0.474, 0.057, 0.522, -0.26304, -0.06262, -0.88211, 6, 1, 1
15337.37375200, 15336.75486400, 8011, -0.471, 0.069, 0.507, -0.30323, -0.03207, -0.88256, 6, 1, 1
15339.37375200, 15338.66956800, 8012, -0.476, 0.042, 0.534, -0.20616, -0.06807, -0.89194, 6, 1, 1
15341.37375200, 15340.58383200, 8013, -0.467, 0.078, 0.493, -0.32664, 0.01634, -0.88417, 6, 1, 1
15343.37375200, 15342.49843200, 8014, -0.467, 0.072, 0.498, -0.30616, -0.00683, -0.89152, 6, 1, 1
15345.37375200, 15344.41248800, 8015, -0.465, 0.081, 0.486, -0.32455, 0.08658, -0.87764, 6, 1, 1
15346.37375200, 15346.32688800, 8016, -0.465, 0.074, 0.491, -0.30674, 0.03994, -0.89165, 6, 1, 1
15348.37375200, 15348.24175200, 8017, -0.465, 0.070, 0.494, -0.28491, 0.04254, -0.89344, 6, 1, 1
15350.37375200, 15350.15575200, 8018, -0.464, 0.072, 0.491, -0.29944, 0.01207, -0.90488, 6, 1, 1
15352.37375200, 15352.07061600, 8019, -0.465, 0.061, 0.500, -0.25895, -0.00935, -0.91163, 6, 1, 1
15354.37375200, 15353.98486400, 8020, -0.464, 0.063, 0.497, -0.24918, 0.05678, -0.89888, 6, 1, 1
15356.37375200, 15355.89956800, 8021, -0.464, 0.057, 0.501, -0.24260, -0.00287, -0.91741, 6, 1, 1
15358.37375200, 15357.81388800, 8022, -0.461, 0.066, 0.489, -0.24786, 0.11131, -0.89401, 6, 1, 1
15360.37375200, 15359.72845600, 8023, -0.461, 0.060, 0.494, -0.22939, 0.09188, -0.90052, 6, 1, 1
15362.37375200, 15361.64324000, 8024, -0.459, 0.063, 0.488, -0.25720, 0.07462, -0.91094, 6, 1, 1
15364.37375200, 15363.55756800, 8025, -0.459, 0.060, 0.490, -0.23770, 0.12956, -0.90024, 6, 1, 1
15366.37375200, 15365.47200000, 8026, -0.458, 0.058, 0.491, -0.24174, 0.05731, -0.91931, 6, 1, 1
15368.37375200, 15367.38667200, 8027, -0.456, 0.064, 0.483, -0.27899, 0.01645, -0.93806, 6, 1, 1
15369.37375200, 15369.30037600, 8028, -0.454, 0.066, 0.479, -0.27563, 0.11212, -0.91841, 6, 1, 1
15371.37375200, 15371.21545600, 8029, -0.460, 0.039, 0.507, -0.17455, 0.06793, -0.92076, 6, 1, 1
15373.37375200, 15373.12953600, 8030, -0.454, 0.058, 0.484, -0.25937, 0.04766, -0.93804, 6, 1, 1
15375.37375200, 15375.04467200, 8031, -0.453, 0.057, 0.484, -0.24793, 0.07744, -0.93435, 6, 1, 1
15377.37375200, 15376.95870400, 8032, -0.454, 0.047, 0.493, -0.21236, 0.10046, -0.92258, 6, 1, 1
15379.37375200, 15378.87280800, 8033, -0.454, 0.043, 0.496, -0.21311, 0.03181, -0.94423, 6, 1, 1
15381.37375200, 15380.78710400, 8034, -0.452, 0.045, 0.492, -0.24038, 0.00188, -0.95989, 6, 1, 1
15383.37375200, 15382.70153600, 8035, -0.451, 0.043, 0.493, -0.21159, 0.06069, -0.94101, 6, 1, 1
15385.37375200, 15384.61683200, 8036, -0.450, 0.042, 0.492, -0.20985, 0.09486, -0.93640, 6, 1, 1
15387.37375200, 15386.53048800, 8037, -0.448, 0.044, 0.488, -0.24161, 0.04786, -0.95379, 6, 1, 1
15389.37375200, 15388.44548800, 8038, -0.444, 0.054, 0.475, -0.34052, -0.03154, -0.98173, 6, 1, 1
15390.37375200, 15390.36035200, 8039, -0.446, 0.044, 0.485, -0.26732, -0.00499, -0.97495, 6, 1, 1
15392.37375200, 15392.27392000, 8040, -0.445, 0.043, 0.485, -0.25133, 0.03902, -0.96283, 6, 1, 1
15394.37375200, 15394.18861600, 8041, -0.450, 0.021, 0.509, -0.15346, 0.10079, -0.93432, 6, 1, 1
15396.37375200, 15396.10286400, 8042, -0.445, 0.034, 0.493, -0.21057, 0.09922, -0.94319, 6, 1, 1
15398.37375200, 15398.01732000, 8043, -0.444, 0.029, 0.497, -0.22278, -0.00404, -0.97546, 6, 1, 1
15400.37375200, 15399.93264800, 8044, -0.444, 0.024, 0.501, -0.19332, 0.02633, -0.96952, 6, 1, 1
15402.37375200, 15401.84667200, 8045, -0.442, 0.026, 0.497, -0.23879, -0.04462, -0.99290, 6, 1, 1
15404.37375200, 15403.76086400, 8046, -0.440, 0.026, 0.494, -0.29283, -0.10585, -1.01257, 6, 1, 1
15406.37375200, 15405.67586400, 8047, -0.439, 0.027, 0.493, -0.29733, -0.09857, -1.01144, 6, 1, 1
15408.37375200, 15407.58967200, 8048, -0.439, 0.023, 0.496, -0.26152, -0.07606, -1.00203, 6, 1, 1
15410.37375200, 15409.50445600, 8049, -0.438, 0.021, 0.497, -0.25515, -0.07150, -1.00332, 6, 1, 1
15412.37375200, 15411.41867200, 8050, -0.436, 0.022, 0.494, -0.23942, -0.01507, -0.98764, 6, 1, 1
15413.37375200, 15413.33386400, 8051, -0.440, 0.004, 0.513, -0.15468, 0.02855, -0.97070, 6, 1, 1
15415.37375200, 15415.24770400, 8052, -0.437, 0.011, 0.504, -0.15910, 0.11575, -0.95148, 6, 1, 1
15417.37375200, 15417.16283200, 8053, -0.437, 0.006, 0.508, -0.15161, 0.09079, -0.95721, 6, 1, 1
15419.37375200, 15419.07672800, 8054, -0.430, 0.022, 0.488, -0.24828, 0.04772, -0.98377, 6, 1, 1
15421.37375200, 15420.99159200, 8055, -0.433, 0.008, 0.503, -0.20719, -0.00540, -0.98997, 6, 1, 1
15423.37375200, 15422.90559200, 8056, -0.433, 0.001, 0.510, -0.19527, -0.03807, -0.99910, 6, 1, 1
15425.37375200, 15424.82004800, 8057, -0.428, 0.013, 0.494, -0.28286, -0.08545, -1.01329, 6, 1, 1
15427.37375200, 15426.73483200, 8058, -0.429, 0.003, 0.504, -0.29046, -0.15189, -1.03388, 6, 1, 1
15429.37375200, 15428.64948800, 8059, -0.430, -0.006, 0.513, -0.25119, -0.15393, -1.03726, 6, 1, 1
15431.37375200, 15430.56364800, 8060, -0.424, 0.010, 0.494, -0.20242, 0.05498, -0.98234, 6, 1, 1
15433.37375200, 15432.47775200, 8061, -0.427, -0.005, 0.510, -0.17820, -0.04747, -1.00957, 6, 1, 1
15435.37375200, 15434.39288800, 8062, -0.423, 0.003, 0.500, -0.19189, 0.00307, -1.00132, 6, 1, 1
15436.37375200, 15436.30664800, 8063, -0.427, -0.016, 0.520, -0.17536, -0.09373, -1.02838, 6, 1, 1
15438.37375200, 15438.22167200, 8064, -0.421, -0.000, 0.500, -0.25061, -0.08474, -1.03028, 6, 1, 1
15440.37375200, 15440.13564800, 8065, -0.421, -0.007, 0.507, -0.21644, -0.08192, -1.03203, 6, 1, 1
15442.37375200, 15442.05051200, 8066, -0.419, -0.007, 0.505, -0.22797, -0.08937, -1.03427, 6, 1, 1
15444.37375200, 15443.96472800, 8067, -0.421, -0.017, 0.516, -0.26127, -0.17369, -1.05709, 6, 1, 1
15446.37375200, 15445.87878400, 8068, -0.420, -0.018, 0.517, -0.22124, -0.12074, -1.04667, 6, 1, 1
15450.37375200, 15449.70867200, 8070, -0.412, -0.006, 0.499, -0.26412, -0.09171, -1.04296, 6, 1, 1
15452.37375200, 15451.62278400, 8071, -0.413, -0.012, 0.505, -0.21444, -0.05975, -1.03554, 6, 1, 1
15454.37375200, 15453.53672800, 8072, -0.413, -0.018, 0.511, -0.19107, -0.06401, -1.04056, 6, 1, 1
15456.37375200, 15455.45183200, 8073, -0.416, -0.032, 0.526, -0.12083, -0.03129, -1.02845, 6, 1, 1
15457.37375200, 15457.36588800, 8074, -0.405, -0.006, 0.494, -0.19844, 0.04399, -1.01315, 6, 1, 1
15459.37375200, 15459.28092000, 8075, -0.401, 0.004, 0.480, -0.23015, 0.08108, -1.01090, 6, 1, 1
15461.37375200, 15461.19451200, 8076, -0.407, -0.023, 0.511, -0.16835, -0.03512, -1.03947, 6, 1, 1
15463.37375200, 15463.10902400, 8077, -0.405, -0.022, 0.509, -0.19737, -0.06078, -1.04834, 6, 1, 1
15465.37375200, 15465.02392000, 8078, -0.402, -0.017, 0.501, -0.20486, -0.01920, -1.04044, 6, 1, 1
15467.37375200, 15466.93883200, 8079, -0.404, -0.029, 0.514, -0.17202, -0.06321, -1.05375, 6, 1, 1
15469.37375200, 15468.85308000, 8080, -0.404, -0.035, 0.520, -0.19855, -0.14399, -1.07927, 6, 1, 1
15471.37375200, 15470.76688800, 8081, -0.395, -0.013, 0.492, -0.27194, -0.07510, -1.06849, 6, 1, 1
15473.37375200, 15472.68216000, 8082, -0.392, -0.013, 0.490, -0.30344, -0.09583, -1.07538, 6, 1, 1
15475.37375200, 15474.59648800, 8083, -0.381, 0.014, 0.456, -0.42819, -0.01652, -1.07859, 6, 1, 1
15477.37375200, 15476.51080800, 8084, -0.393, -0.024, 0.501, -0.24022, -0.09719, -1.08173, 6, 1, 1
15479.37375200, 15478.42475200, 8085, -0.395, -0.036, 0.514, -0.19531, -0.10620, -1.08248, 6, 1, 1
15480.37375200, 15480.33953600, 8086, -0.394, -0.037, 0.514, -0.17787, -0.06880, -1.07297, 6, 1, 1
15482.37375200, 15482.25364800, 8087, -0.385, -0.018, 0.489, -0.27414, -0.06429, -1.08841, 6, 1, 1
15484.37375200, 15484.16845600, 8088, -0.386, -0.025, 0.496, -0.26291, -0.09745, -1.09925, 6, 1, 1
15486.37375200, 15486.08286400, 8089, -0.386, -0.033, 0.504, -0.24965, -0.12692, -1.10598, 6, 1, 1
15488.37375200, 15487.99770400, 8090, -0.388, -0.042, 0.515, -0.22185, -0.13850, -1.11135, 6, 1, 1
15490.37375200, 15489.91237600, 8091, -0.372, -0.005, 0.467, -0.36674, -0.04731, -1.10702, 6, 1, 1
15492.37375200, 15491.82678400, 8092, -0.374, -0.016, 0.479, -0.33025, -0.09315, -1.11450, 6, 1, 1
15494.37375200, 15493.74070400, 8093, -0.376, -0.025, 0.489, -0.29880, -0.11729, -1.11912, 6, 1, 1
15496.37375200, 15495.65556800, 8094, -0.374, -0.026, 0.489, -0.29670, -0.10544, -1.12033, 6, 1, 1
15498.37375200, 15497.56964800, 8095, -0.374, -0.030, 0.492, -0.25302, -0.08935, -1.11950, 6, 1, 1
15500.37375200, 15499.48451200, 8096, -0.374, -0.035, 0.497, -0.27490, -0.12969, -1.13352, 6, 1, 1
15502.37375200, 15501.39843200, 8097, -0.369, -0.029, 0.488, -0.29651, -0.11572, -1.13709, 6, 1, 1
15503.37375200, 15503.31264800, 8098, -0.375, -0.049, 0.512, -0.20903, -0.13581, -1.13775, 6, 1, 1
15505.37375200, 15505.22770400, 8099, -0.372, -0.045, 0.505, -0.24288, -0.13784, -1.14508, 6, 1, 1
15507.37375200, 15507.14229600, 8100, -0.369, -0.043, 0.502, -0.28931, -0.17716, -1.15882, 6, 1, 1
15509.37375200, 15509.05648800, 8101, -0.366, -0.040, 0.496, -0.32174, -0.17973, -1.16388, 6, 1, 1
15511.37375200, 15510.97072800, 8102, -0.370, -0.056, 0.515, -0.24144, -0.18873, -1.16632, 6, 1, 1
15513.37375200, 15512.88586400, 8103, -0.367, -0.053, 0.510, -0.25920, -0.17977, -1.16802, 6, 1, 1
15515.37375200, 15514.79964800, 8104, -0.364, -0.050, 0.504, -0.24889, -0.15547, -1.16679, 6, 1, 1
15517.37375200, 15516.71451200, 8105, -0.362, -0.051, 0.505, -0.23189, -0.14465, -1.16677, 6, 1, 1
15519.37375200, 15518.62840000, 8106, -0.361, -0.053, 0.506, -0.22921, -0.14641, -1.17056, 6, 1, 1
15521.37375200, 15520.54378400, 8107, -0.359, -0.052, 0.503, -0.20533, -0.10230, -1.16257, 6, 1, 1
15523.37375200, 15522.45756800, 8108, -0.358, -0.055, 0.506, -0.22041, -0.13162, -1.17583, 6, 1, 1
15524.37375200, 15524.37202400, 8109, -0.354, -0.050, 0.498, -0.25456, -0.13726, -1.18517, 6, 1, 1
15526.37375200, 15526.28678400, 8110, -0.350, -0.047, 0.493, -0.26153, -0.12831, -1.18394, 6, 1, 1
15528.37375200, 15528.20151200, 8111, -0.348, -0.046, 0.490, -0.25705, -0.10768, -1.18283, 6, 1, 1
15530.37375200, 15530.11583200, 8112, -0.349, -0.054, 0.499, -0.25880, -0.14936, -1.19636, 6, 1, 1
15532.37375200, 15532.02970400, 8113, -0.348, -0.055, 0.499, -0.24856, -0.15167, -1.19927, 6, 1, 1
15534.37375200, 15533.94448800, 8114, -0.347, -0.058, 0.501, -0.27593, -0.18402, -1.21478, 6, 1, 1
15536.37375200, 15535.85886400, 8115, -0.348, -0.066, 0.510, -0.27853, -0.21642, -1.22396, 6, 1, 1
15538.37375200, 15537.77367200, 8116, -0.347, -0.067, 0.510, -0.30909, -0.23778, -1.23378, 6, 1, 1
15540.37375200, 15539.68775200, 8117, -0.339, -0.054, 0.492, -0.33212, -0.19491, -1.22966, 6, 1, 1
15542.37375200, 15541.60272800, 8118, -0.342, -0.065, 0.505, -0.25925, -0.18962, -1.23043, 6, 1, 1
15544.37375200, 15543.51694400, 8119, -0.338, -0.061, 0.498, -0.28809, -0.18835, -1.23372, 6, 1, 1
15546.37375200, 15545.43088800, 8120, -0.340, -0.069, 0.508, -0.24264, -0.18124, -1.23269, 6, 1, 1
15547.37375200, 15547.34548800, 8121, -0.331, -0.054, 0.486, -0.27744, -0.12842, -1.22599, 6, 1, 1
15549.37375200, 15549.25978400, 8122, -0.328, -0.051, 0.482, -0.30616, -0.14429, -1.23607, 6, 1, 1
15551.37375200, 15551.17470400, 8123, -0.338, -0.079, 0.516, -0.25682, -0.22519, -1.25286, 6, 1, 1
15553.37375200, 15553.08948800, 8124, -0.336, -0.079, 0.515, -0.25667, -0.21797, -1.25507, 6, 1, 1
15555.37375200, 15555.00364800, 8125, -0.323, -0.055, 0.483, -0.28243, -0.12418, -1.24106, 6, 1, 1
15557.37375200, 15556.91856800, 8126, -0.325, -0.063, 0.491, -0.27850, -0.15950, -1.25026, 6, 1, 1
15559.37375200, 15558.83275200, 8127, -0.318, -0.052, 0.477, -0.36004, -0.16868, -1.26117, 6, 1, 1
15561.37375200, 15560.74667200, 8128, -0.318, -0.056, 0.480, -0.27125, -0.10895, -1.24703, 6, 1, 1
15563.37375200, 15562.66183200, 8129, -0.317, -0.059, 0.482, -0.30027, -0.14086, -1.25840, 6, 1, 1
15565.37375200, 15564.57578400, 8130, -0.315, -0.059, 0.481, -0.26582, -0.10834, -1.25098, 6, 1, 1
15567.37375200, 15566.49070400, 8131, -0.318, -0.069, 0.493, -0.23884, -0.13759, -1.26025, 6, 1, 1
15569.37375200, 15568.40456800, 8132, -0.314, -0.067, 0.489, -0.24427, -0.12560, -1.26113, 6, 1, 1
15570.37375200, 15570.31970400, 8133, -0.309, -0.060, 0.479, -0.25690, -0.09876, -1.26028, 6, 1, 1
15572.37375200, 15572.23356800, 8134, -0.314, -0.075, 0.498, -0.28380, -0.19110, -1.28480, 6, 1, 1
15574.37375200, 15574.14853600, 8135, -0.309, -0.068, 0.487, -0.27107, -0.13972, -1.27647, 6, 1, 1
15576.37375200, 15576.06251200, 8136, -0.301, -0.055, 0.469, -0.26893, -0.07330, -1.26516, 6, 1, 1
15578.37375200, 15577.97759200, 8137, -0.307, -0.072, 0.489, -0.28206, -0.16543, -1.28714, 6, 1, 1
15580.37375200, 15579.89145600, 8138, -0.300, -0.061, 0.475, -0.27255, -0.10355, -1.27738, 6, 1, 1
15582.37375200, 15581.80645600, 8139, -0.296, -0.058, 0.469, -0.29205, -0.09849, -1.28143, 6, 1, 1
15584.37375200, 15583.72072800, 8140, -0.297, -0.064, 0.476, -0.26498, -0.10824, -1.28469, 6, 1, 1
15586.37375200, 15585.63470400, 8141, -0.295, -0.064, 0.475, -0.24329, -0.08720, -1.28312, 6, 1, 1
15588.37375200, 15587.54983200, 8142, -0.293, -0.065, 0.475, -0.25253, -0.09688, -1.28753, 6, 1, 1
15590.37375200, 15589.46370400, 8143, -0.294, -0.070, 0.480, -0.20805, -0.07860, -1.27952, 6, 1, 1
15592.37375200, 15591.37856800, 8144, -0.293, -0.073, 0.482, -0.26642, -0.14273, -1.30511, 6, 1, 1
15593.37375200, 15593.29280800, 8145, -0.293, -0.076, 0.487, -0.24041, -0.14004, -1.30282, 6, 1, 1
15595.37375200, 15595.20767200, 8146, -0.283, -0.062, 0.466, -0.29058, -0.09478, -1.30250, 6, 1, 1
15597.37375200, 15597.12175200, 8147, -0.283, -0.066, 0.470, -0.27943, -0.11228, -1.30805, 6, 1, 1
15599.37375200, 15599.03651200, 8148, -0.278, -0.061, 0.462, -0.34340, -0.12975, -1.31939, 6, 1, 1
15601.37375200, 15600.95045600, 8149, -0.279, -0.066, 0.468, -0.28634, -0.11228, -1.31460, 6, 1, 1
15603.37375200, 15602.86545600, 8150, -0.273, -0.058, 0.456, -0.35120, -0.11848, -1.32614, 6, 1, 1
15605.37375200, 15604.77975200, 8151, -0.273, -0.062, 0.461, -0.32799, -0.11460, -1.32600, 6, 1, 1
15607.37375200, 15606.69402400, 8152, -0.273, -0.066, 0.465, -0.26702, -0.09221, -1.31944, 6, 1, 1
15609.37375200, 15608.60872800, 8153, -0.276, -0.077, 0.478, -0.31625, -0.17822, -1.34372, 6, 1, 1
15611.37375200, 15610.52259200, 8154, -0.267, -0.063, 0.458, -0.33300, -0.11738, -1.33770, 6, 1, 1
15613.37375200, 15612.43759200, 8155, -0.271, -0.073, 0.471, -0.29157, -0.13175, -1.33990, 6, 1, 1
15614.37375200, 15614.35232000, 8156, -0.272, -0.079, 0.478, -0.32392, -0.18167, -1.35265, 6, 1, 1
15616.37375200, 15616.26672800, 8157, -0.268, -0.076, 0.473, -0.30591, -0.15778, -1.34984, 6, 1, 1
15618.37375200, 15618.18075200, 8158, -0.263, -0.071, 0.464, -0.32764, -0.14661, -1.35598, 6, 1, 1
15620.37375200, 15620.09553600, 8159, -0.269, -0.084, 0.482, -0.28091, -0.17240, -1.35700, 6, 1, 1
15622.37375200, 15622.00967200, 8160, -0.266, -0.083, 0.479, -0.29676, -0.17406, -1.36133, 6, 1, 1
15624.37375200, 15623.92451200, 8161, -0.265, -0.085, 0.481, -0.27023, -0.16924, -1.36497, 6, 1, 1
15626.37375200, 15625.83886400, 8162, -0.266, -0.090, 0.486, -0.27576, -0.18750, -1.36833, 6, 1, 1
15628.37375200, 15627.75353600, 8163, -0.262, -0.087, 0.481, -0.27166, -0.16731, -1.36648, 6, 1, 1
15630.37375200, 15629.66770400, 8164, -0.263, -0.091, 0.487, -0.23193, -0.15359, -1.36300, 6, 1, 1
15632.37375200, 15631.58167200, 8165, -0.259, -0.089, 0.483, -0.28747, -0.18996, -1.37886, 6, 1, 1
