mold_name,manufacturer,disc_type,stability,rim_camber_shape,mass_kg,radius_m,rim_width_m,thickness_m,rim_depth_m,rim_camber_h_m,dome_height_m
Ibex,Vibram Disc Golf,Midrange,Stable,NONE,0.17850,0.10750,0.01300,0.02400,0.01300,0.01886,0.00394
Lace,Vibram Disc Golf,Driver,Overstable,Concave,0.17430,0.10500,0.02400,0.01800,0.01100,0.00553,0.00437
Launch,Vibram Disc Golf,Midrange,Stable,NONE,0.17760,0.10700,0.01300,0.02100,0.01300,0.01446,0.00424
Notch,Vibram Disc Golf,Driver,Stable,Concave,0.17430,0.10500,0.01900,0.02000,0.01200,0.00496,0.00392
O-Lace,Vibram Disc Golf,Driver,Overstable,Concave,0.17430,0.10500,0.02350,0.01700,0.01100,0.00513,0.00405
Obex,Vibram Disc Golf,Midrange,Stable,NONE,0.17850,0.10750,0.01300,0.02100,0.01200,0.01651,0.00344
Onyx,Vibram Disc Golf,Driver,Stable,Concave,0.17430,0.10500,0.01850,0.01800,0.01100,0.00435,0.00344
Ridge,Vibram Disc Golf,Putter,Understable,Flat,0.17510,0.10550,0.00900,0.02000,0.01600,0.00460,0.00292
Solace,Vibram Disc Golf,Driver,Overstable,Concave,0.17510,0.10550,0.02450,0.01700,0.01100,0.00733,0.00465
Sole,Vibram Disc Golf,Putter,Understable,Flat,0.17600,0.10600,0.01000,0.02300,0.01500,0.00827,0.00416
Summit,Vibram Disc Golf,Midrange,Understable,NONE,0.17510,0.10550,0.00950,0.01900,0.01200,0.00447,0.00284
Trak,Vibram Disc Golf,Driver,Stable,Concave,0.17430,0.10500,0.01900,0.01700,0.01200,0.00422,0.00333
Trek,Vibram Disc Golf,Driver,Stable,Concave,0.17430,0.10500,0.01900,0.01800,0.01100,0.00446,0.00352
V.P.,Vibram Disc Golf,Putter,Understable,Flat,0.17510,0.10550,0.01000,0.02000,0.01600,0.00487,0.00309
Valley,Vibram Disc Golf,Fairway,Stable,Concave,0.17430,0.10500,0.01800,0.01900,0.01100,0.00448,0.00354
Vamp,Vibram Disc Golf,Driver,Stable,Concave,0.17430,0.10500,0.01900,0.01900,0.01200,0.00471,0.00372
unLace,Vibram Disc Golf,Driver,Overstable,Concave,0.17510,0.10550,0.02400,0.01900,0.01100,0.00807,0.00512
Axe,Viking Discs (IP-Agency Finland Oy),Midrange,Understable,NONE,0.17600,0.10600,0.01000,0.02000,0.01300,0.00718,0.00361
Barbarian,Viking Discs (IP-Agency Finland Oy),Driver,Stable,Concave,0.17680,0.10650,0.01850,0.01800,0.01200,0.01118,0.00437
Berserker,Viking Discs (IP-Agency Finland Oy),Driver,Overstable,Concave,0.17600,0.10600,0.02100,0.01700,0.01200,0.00875,0.00440
Cosmos,Viking Discs (IP-Agency Finland Oy),Fairway,Overstable,Concave,0.17430,0.10500,0.01800,0.01600,0.01100,0.00377,0.00298
Fenrir,Viking Discs (IP-Agency Finland Oy),Driver,Overstable,Concave,0.17680,0.10650,0.02000,0.01800,0.01100,0.01159,0.00453
Knife,Viking Discs (IP-Agency Finland Oy),Putter,Understable,Flat,0.17510,0.10550,0.01000,0.01900,0.01800,0.00463,0.00294
Loki,Viking Discs (IP-Agency Finland Oy),Midrange,Stable,Flat,0.17760,0.10700,0.01450,0.01900,0.01300,0.01355,0.00398
Nordic Warrior,Viking Discs (IP-Agency Finland Oy),Putter,Stable,Flat,0.17850,0.10750,0.01400,0.02000,0.01400,0.01572,0.00328
Odin,Viking Discs (IP-Agency Finland Oy),Driver,Overstable,Concave,0.17680,0.10650,0.02350,0.01400,0.01100,0.00956,0.00374
Ragnarok,Viking Discs (IP-Agency Finland Oy),Driver,Overstable,Concave,0.17600,0.10600,0.02150,0.02100,0.01100,0.01095,0.00551
Rune,Viking Discs (IP-Agency Finland Oy),Putter,Understable,Flat,0.17600,0.10600,0.01100,0.02100,0.01600,0.00786,0.00395
Thunder God Thor,Viking Discs (IP-Agency Finland Oy),Driver,Overstable,Concave,0.17430,0.10500,0.02500,0.01700,0.01200,0.00544,0.00429
Valhalla,Viking Discs (IP-Agency Finland Oy),Driver,Overstable,Concave,0.17680,0.10650,0.02250,0.02000,0.01200,0.01366,0.00533
Ahti,Westside Golf Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02000,0.01700,0.01100,0.00851,0.00428
Anvil,Westside Golf Discs,Midrange,Stable,Concave,0.17680,0.10650,0.01500,0.01800,0.01200,0.01022,0.00399
Bard (Laulaja1),Westside Golf Discs,Midrange,Stable,Flat,0.18010,0.10850,0.01450,0.01900,0.01300,0.01691,0.00114
Boatman (Tuonelan Lautturi1),Westside Golf Discs,Driver,Stable,Concave,0.17760,0.10700,0.02200,0.01900,0.01300,0.01396,0.00409
Boatman VIP Air (VIP Air Tuonelan Lautturi1),Westside Golf Discs,Driver,Stable,Concave,0.17760,0.10700,0.02200,0.01900,0.01300,0.01396,0.00409
Catapult (Katapultt1),Westside Golf Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02250,0.01600,0.01100,0.00648,0.00411
Crown (Kruunu1),Westside Golf Discs,Putter,Stable,Flat,0.17600,0.10600,0.01000,0.02000,0.01400,0.00719,0.00361
Destiny (Kohtalo1),Westside Golf Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02300,0.01600,0.01100,0.00869,0.00437
Fortress (Linnoitus1),Westside Golf Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02000,0.01500,0.01100,0.00750,0.00377
Gatekeeper,Westside Golf Discs,Midrange,Overstable,Flat,0.18010,0.10850,0.01400,0.01800,0.01300,0.01602,0.00108
Giant (Vipunen1),Westside Golf Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02250,0.01700,0.01200,0.00689,0.00437
Giant VIP Air (VIP Air Vipunen1),Westside Golf Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02250,0.01700,0.01200,0.00689,0.00437
Harp (Kannel1),Westside Golf Discs,Midrange,Understable,NONE,0.17600,0.10600,0.01100,0.01600,0.01400,0.00598,0.00300
Hatchet (Sotakipves1),Westside Golf Discs,Driver,Overstable,Concave,0.17680,0.10650,0.01850,0.02000,0.01200,0.01243,0.00485
King (Pohjolan Isäntä1),Westside Golf Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02300,0.01900,0.01100,0.00782,0.00496
King VIP Air (VIP Air Pohjolan Isäntä1),Westside Golf Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02350,0.01800,0.01100,0.00990,0.00498
Longbowman (Jousimies1),Westside Golf Discs,Fairway,Stable,Concave,0.17680,0.10650,0.01800,0.01600,0.01100,0.00981,0.00383
Maiden,Westside Golf Discs,Midrange,Understable,NONE,0.17600,0.10600,0.01000,0.01800,0.01300,0.00646,0.00325
Northman (Pohjan Poika1),Westside Golf Discs,Driver,Overstable,Concave,0.17850,0.10750,0.02000,0.01700,0.01100,0.01336,0.00279
Northman VIP Air (VIP Air Pohjan Poika1),Westside Golf Discs,Driver,Overstable,Concave,0.17760,0.10700,0.02000,0.02000,0.01100,0.01469,0.00431
Pine (Hornan Honka1),Westside Golf Discs,Midrange,Stable,Concave,0.18010,0.10850,0.01500,0.01900,0.01300,0.01691,0.00114
Queen (Pohjolan Emäntä1),Westside Golf Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02300,0.01500,0.01100,0.00814,0.00410
Sampo,Westside Golf Discs,Driver,Stable,Concave,0.17600,0.10600,0.02100,0.01900,0.01200,0.00978,0.00492
Seer (Ennustaja1),Westside Golf Discs,Fairway,Stable,Concave,0.17600,0.10600,0.01750,0.01800,0.01100,0.00837,0.00421
Shield (Kilpi1),Westside Golf Discs,Putter,Understable,Flat,0.17510,0.10550,0.01050,0.02500,0.01400,0.00623,0.00395
Sling (Linko1),Westside Golf Discs,Midrange,Stable,NONE,0.18090,0.10900,0.01250,0.01800,0.01200,0.01696,0.00014
Sorcerer (Tietäjä1),Westside Golf Discs,Driver,Stable,Concave,0.17600,0.10600,0.02250,0.01600,0.01100,0.00857,0.00431
Stag (Hiiden Hirvi1),Westside Golf Discs,Driver,Overstable,Concave,0.17600,0.10600,0.01900,0.01800,0.01200,0.00876,0.00440
Stag VIP Air (VIP Air Hiiden Hirvi1),Westside Golf Discs,Driver,Overstable,Concave,0.17510,0.10550,0.01900,0.01800,0.01200,0.00647,0.00410
Swan (Tuonelan Joutsen1),Westside Golf Discs,Putter,Understable,Flat,0.17510,0.10550,0.01050,0.02000,0.01400,0.00498,0.00316
Swan (retooled,Westside Golf Discs,Putter,Understable,Flat,0.17510,0.10550,0.01050,0.01900,0.01400,0.00473,0.00300
Swan Reborn (Tuonelan Joutsen1),Westside Golf Discs,Putter,Stable,Flat,0.17510,0.10550,0.01100,0.01900,0.01300,0.00485,0.00308
Sword (Kalevan Miekka1),Westside Golf Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02200,0.01800,0.01200,0.00952,0.00479
Sword VIP Air (VIP Air Kalevan Miekka1),Westside Golf Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02200,0.01700,0.01200,0.00678,0.00430
The Adder,Westside Golf Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02200,0.01900,0.01100,0.01005,0.00505
Tursas (Tursas1),Westside Golf Discs,Midrange,Stable,Flat,0.18010,0.10850,0.01400,0.01700,0.01300,0.01513,0.00102
Tursas VIP Air (VIP Air Tursas1),Westside Golf Discs,Midrange,Stable,Flat,0.17930,0.10800,0.01400,0.01700,0.01300,0.01424,0.00191
Underworld (Manala1),Westside Golf Discs,Driver,Stable,Concave,0.17680,0.10650,0.01950,0.01800,0.01200,0.01146,0.00448
Underworld VIP Air (VIP Air Manala1),Westside Golf Discs,Driver,Stable,Concave,0.17680,0.10650,0.01950,0.01600,0.01200,0.01019,0.00398
War Horse,Westside Golf Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02250,0.01600,0.01200,0.00649,0.00411
Warship (Pursi1),Westside Golf Discs,Midrange,Stable,Flat,0.18010,0.10850,0.01400,0.02100,0.01300,0.01869,0.00126
Warship VIP Air (VIP Air Pursi1),Westside Golf Discs,Midrange,Stable,Flat,0.18010,0.10850,0.01400,0.01900,0.01300,0.01691,0.00114
World (Maailma1),Westside Golf Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02450,0.01600,0.01200,0.00903,0.00454
119g (40,Wham-O,Putter,Understable,Flat,0.19510,0.11750,0.00600,0.02600,0.01700,0.02470,0.00000
44 Mold,Wham-O,Fairway,Stable,Concave,0.17930,0.10800,0.01600,0.02200,0.01200,0.01843,0.00247
77 Mold,Wham-O,Midrange,Stable,NONE,0.18010,0.10850,0.01200,0.02000,0.01100,0.01780,0.00120
78 Mold,Wham-O,Midrange,Stable,NONE,0.18010,0.10850,0.01200,0.02000,0.01100,0.01780,0.00120
86 Mold,Wham-O,Putter,Stable,Flat,0.17510,0.10550,0.01000,0.02600,0.01400,0.00631,0.00400
86 Softie,Wham-O,Putter,Stable,Flat,0.17680,0.10650,0.01000,0.02600,0.01500,0.01279,0.00499
91 Mold,Wham-O,Putter,Stable,Flat,0.17600,0.10600,0.00900,0.02100,0.01200,0.00723,0.00364
Apollo,Wham-O,Midrange,Stable,NONE,0.17930,0.10800,0.01200,0.02000,0.01100,0.01676,0.00224
Fairway Driver (new),Wham-O,Fairway,Stable,Concave,0.17510,0.10550,0.01800,0.02100,0.01100,0.00727,0.00461
Fairway Driver (old),Wham-O,Driver,Overstable,Concave,0.17510,0.10550,0.02000,0.01600,0.01200,0.00596,0.00378
Gemini,Wham-O,Putter,Understable,Flat,0.17510,0.10550,0.00800,0.02500,0.01500,0.00542,0.00344
Max Flight,Wham-O,Midrange,Stable,NONE,0.18430,0.11100,0.01200,0.02300,0.01300,0.02185,0.00000
Mid Range Approach,Wham-O,Midrange,Stable,NONE,0.17930,0.10800,0.01200,0.02200,0.01300,0.01843,0.00247
Mid-Range,Wham-O,Midrange,Stable,NONE,0.18010,0.10850,0.01250,0.02200,0.01200,0.01958,0.00132
Putter,Wham-O,Putter,Understable,Flat,0.17600,0.10600,0.00950,0.02200,0.01500,0.00776,0.00390
S Driver,Wham-O,Driver,Overstable,Concave,0.17510,0.10550,0.02000,0.01600,0.01200,0.00596,0.00378
Superturn Driver,Wham-O,Fairway,Overstable,Concave,0.17430,0.10500,0.01750,0.02000,0.01200,0.00460,0.00364
Touchline Bank/Long Range Driver,Wham-O,Midrange,Stable,NONE,0.18010,0.10850,0.01200,0.02100,0.01200,0.01869,0.00126
Touchline Over,Wham-O,Fairway,Stable,Concave,0.17510,0.10550,0.01750,0.02000,0.01200,0.00680,0.00431
Touchline Putter/Putter,Wham-O,Putter,Understable,Flat,0.17600,0.10600,0.00950,0.02100,0.01500,0.00740,0.00372
Touchline True/Mid Range Approach,Wham-O,Putter,Stable,Flat,0.18010,0.10850,0.01200,0.02100,0.01400,0.01869,0.00126
Touchline Under,Wham-O,Driver,Stable,Concave,0.17510,0.10550,0.01900,0.01700,0.01200,0.00611,0.00388
Turnover Driver,Wham-O,Midrange,Stable,NONE,0.18010,0.10850,0.01250,0.02100,0.01100,0.01869,0.00126
Voyager,Wham-O,Fairway,Stable,Concave,0.17510,0.10550,0.01600,0.01700,0.01100,0.00544,0.00345
Voyager II,Wham-O,Fairway,Overstable,Concave,0.17510,0.10550,0.01700,0.01600,0.01200,0.00533,0.00338
Addax,Wild Discs,Midrange,Stable,Concave,0.18010,0.10850,0.01500,0.01700,0.01300,0.01513,0.00102
Hummingbird,Wild Discs,Putter,Understable,Flat,0.17600,0.10600,0.00950,0.02000,0.01500,0.00705,0.00355
Orca,Wild Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02300,0.01400,0.01100,0.00760,0.00382
XPT1 (Bennu,XCOM Discs,Putter,Understable,Flat,0.17430,0.10500,0.01050,0.02200,0.01500,0.00325,0.00256
XPT2 (Eden,XCOM Discs,Midrange,Stable,NONE,0.17680,0.10650,0.01300,0.02000,0.01300,0.01074,0.00420
XPT3 (Griffon,XCOM Discs,Putter,Stable,Flat,0.17930,0.10800,0.01350,0.01900,0.01400,0.01592,0.00213
XPT4 (Helios,XCOM Discs,Fairway,Stable,Concave,0.17430,0.10500,0.01650,0.01600,0.01100,0.00349,0.00275
XPT5 (Zion,XCOM Discs,Driver,Overstable,Concave,0.17760,0.10700,0.02100,0.01700,0.01100,0.01249,0.00366
Claws (爪),Yikun Discs,Putter,Understable,Flat,0.17600,0.10600,0.00900,0.02000,0.01700,0.00692,0.00348
Crossbow (Nu,Yikun Discs,Midrange,Stable,Concave,0.17680,0.10650,0.01550,0.01600,0.01300,0.00921,0.00360
Da'e (大鹗),Yikun Discs,Driver,Overstable,Concave,0.17430,0.10500,0.02400,0.01700,0.01100,0.00523,0.00413
Fu (夸父,Yikun Discs,Driver,Overstable,Concave,0.17680,0.10650,0.01900,0.01800,0.01200,0.01132,0.00442
Gou (天狗),Yikun Discs,Driver,Stable,Concave,0.17680,0.10650,0.01950,0.01800,0.01200,0.01146,0.00448
Gui (旋龟),Yikun Discs,Putter,Understable,Flat,0.17510,0.10550,0.01000,0.01800,0.01500,0.00437,0.00277
Hammer (Chui,Yikun Discs,Midrange,Understable,NONE,0.17510,0.10550,0.01300,0.01700,0.01400,0.00479,0.00304
Hu (九尾狐),Yikun Discs,Driver,Stable,Concave,0.17600,0.10600,0.01900,0.01800,0.01100,0.00875,0.00440
Jiao (狡),Yikun Discs,Midrange,Stable,Concave,0.17600,0.10600,0.01600,0.01600,0.01100,0.00710,0.00357
Jun (鵕鸟),Yikun Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02150,0.02000,0.01200,0.00784,0.00497
Kui (夔牛),Yikun Discs,Fairway,Stable,Concave,0.17600,0.10600,0.01650,0.02100,0.01300,0.00948,0.00477
Lu (Luan,Yikun Discs,Driver,Stable,Concave,0.17600,0.10600,0.02400,0.01400,0.01100,0.00780,0.00392
Meteor Hammer (流星锤),Yikun Discs,Putter,Understable,Flat,0.17600,0.10600,0.01000,0.02000,0.01500,0.00719,0.00362
Qi (穷奇,Yikun Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02350,0.01600,0.01100,0.00880,0.00443
Shu (耳鼠,Yikun Discs,Midrange,Stable,NONE,0.18090,0.10900,0.01350,0.01800,0.01100,0.01696,0.00014
Tomahawk (八卦钺),Yikun Discs,Midrange,Stable,NONE,0.17930,0.10800,0.01300,0.01900,0.01300,0.01592,0.00213
Twin Swords (双刃剑),Yikun Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02400,0.01900,0.01200,0.01059,0.00533
View (视),Yikun Discs,Fairway,Stable,Concave,0.17510,0.10550,0.01750,0.02000,0.01200,0.00680,0.00431
Wei (精卫),Yikun Discs,Driver,Stable,Concave,0.17510,0.10550,0.02000,0.01700,0.01100,0.00633,0.00401
Wings (翼),Yikun Discs,Midrange,Understable,NONE,0.17600,0.10600,0.01000,0.01800,0.01200,0.00645,0.00324
Xing (刑天,Yikun Discs,Putter,Understable,Flat,0.17680,0.10650,0.01000,0.02100,0.01700,0.01035,0.00404
Yan (朱厌,Yikun Discs,Putter,Stable,Flat,0.18180,0.10950,0.01100,0.02200,0.01400,0.02090,0.00000
Yao (文鳐鱼),Yikun Discs,Putter,Stable,Flat,0.17930,0.10800,0.01400,0.01900,0.01400,0.01592,0.00213
