time_elapsed,pos_x,pos_y,pos_z,disc_state,orient_x,orient_y,orient_z
2.93,61.0779,-2.36661,9.00504,4,-0.075549,0.274443,0.958631
2.94,61.2271,-2.35495,9.00911,4,-0.0755398,0.274307,0.958671
2.95,61.376,-2.34306,9.01305,4,-0.0755292,0.274156,0.958715
2.96,61.5247,-2.33095,9.01687,4,-0.0755173,0.273991,0.958763
2.97,61.673,-2.3186,9.02056,4,-0.075504,0.273811,0.958815
2.98,61.8211,-2.30603,9.02413,4,-0.0754892,0.273616,0.958872
2.99,61.9689,-2.29323,9.02758,4,-0.0754729,0.273407,0.958933
3,62.1164,-2.28021,9.0309,4,-0.075455,0.273183,0.958998
3.01,62.2636,-2.26695,9.03409,4,-0.0754355,0.272945,0.959068
3.02,62.4105,-2.25347,9.03717,4,-0.0754144,0.272692,0.959141
3.03,62.5572,-2.23977,9.04012,4,-0.0753915,0.272425,0.959219
3.04,62.7036,-2.22584,9.04295,4,-0.0753669,0.272144,0.959301
3.05,62.8497,-2.21168,9.04565,4,-0.0753404,0.271849,0.959386
3.06,62.9955,-2.1973,9.04824,4,-0.0753121,0.271539,0.959476
3.07,63.141,-2.1827,9.0507,4,-0.0752818,0.271215,0.95957
3.08,63.2863,-2.16787,9.05304,4,-0.0752496,0.270878,0.959668
3.09,63.4313,-2.15282,9.05526,4,-0.0752154,0.270526,0.95977
3.1,63.576,-2.13755,9.05737,4,-0.0751791,0.270161,0.959876
3.11,63.7204,-2.12206,9.05935,4,-0.0751406,0.269782,0.959985
3.12,63.8646,-2.10635,9.06121,4,-0.0751,0.269388,0.960099
3.13,64.0085,-2.09042,9.06295,4,-0.0750572,0.268982,0.960216
3.14,64.1521,-2.07427,9.06457,4,-0.0750121,0.268561,0.960337
3.15,64.2954,-2.0579,9.06607,4,-0.0749647,0.268127,0.960462
3.16,64.4385,-2.04131,9.06746,4,-0.0749149,0.26768,0.960591
3.17,64.5813,-2.0245,9.06872,4,-0.0748628,0.267218,0.960724
3.18,64.7238,-2.00748,9.06987,4,-0.0748081,0.266744,0.96086
3.19,64.8661,-1.99024,9.07091,4,-0.074751,0.266256,0.960999
3.2,65.0081,-1.97278,9.07182,4,-0.0746913,0.265755,0.961143
3.21,65.1498,-1.95511,9.07262,4,-0.074629,0.265241,0.96129
3.22,65.2913,-1.93723,9.07331,4,-0.074564,0.264713,0.96144
3.23,65.4325,-1.91913,9.07387,4,-0.0744964,0.264172,0.961594
3.24,65.5734,-1.90082,9.07433,4,-0.0744261,0.263618,0.961752
3.25,65.7141,-1.8823,9.07467,4,-0.0743529,0.263051,0.961913
3.26,65.8545,-1.86357,9.07489,4,-0.0742769,0.262471,0.962077
3.27,65.9946,-1.84462,9.075,4,-0.0741981,0.261879,0.962244
3.28,66.1345,-1.82547,9.075,4,-0.0741164,0.261273,0.962415
3.29,66.2741,-1.80611,9.07489,4,-0.0740316,0.260654,0.96259
3.3,66.4135,-1.78653,9.07466,4,-0.0739439,0.260023,0.962767
3.31,66.5526,-1.76676,9.07432,4,-0.0738532,0.259379,0.962948
3.32,66.6914,-1.74677,9.07387,4,-0.0737594,0.258722,0.963132
3.33,66.83,-1.72658,9.07331,4,-0.0736624,0.258053,0.963318
3.34,66.9683,-1.70618,9.07264,4,-0.0735623,0.257371,0.963509
3.35,67.1064,-1.68558,9.07186,4,-0.0734589,0.256677,0.963702
3.36,67.2442,-1.66478,9.07098,4,-0.0733523,0.25597,0.963898
3.37,67.3817,-1.64377,9.06998,4,-0.0732425,0.255251,0.964097
3.38,67.519,-1.62256,9.06887,4,-0.0731293,0.254519,0.964299
3.39,67.6561,-1.60115,9.06766,4,-0.0730127,0.253775,0.964504
3.4,67.7929,-1.57954,9.06634,4,-0.0728927,0.253019,0.964711
3.41,67.9294,-1.55773,9.06491,4,-0.0727693,0.252251,0.964922
3.42,68.0657,-1.53572,9.06337,4,-0.0726423,0.25147,0.965135
3.43,68.2017,-1.51351,9.06174,4,-0.0725119,0.250678,0.965351
3.44,68.3375,-1.49111,9.05999,4,-0.0723779,0.249873,0.96557
3.45,68.473,-1.46851,9.05814,4,-0.0722403,0.249056,0.965791
3.46,68.6083,-1.44572,9.05619,4,-0.0720991,0.248228,0.966015
3.47,68.7434,-1.42273,9.05413,4,-0.0719541,0.247387,0.966241
3.48,68.8781,-1.39955,9.05197,4,-0.0718055,0.246535,0.96647
3.49,69.0127,-1.37618,9.04971,4,-0.0716532,0.245671,0.966702
3.5,69.147,-1.35261,9.04735,4,-0.071497,0.244794,0.966935
3.51,69.281,-1.32886,9.04488,4,-0.0713371,0.243907,0.967171
3.52,69.4148,-1.30492,9.04232,4,-0.0711733,0.243007,0.96741
3.53,69.5484,-1.28079,9.03965,4,-0.0710057,0.242096,0.967651
3.54,69.6817,-1.25647,9.03689,4,-0.0708341,0.241174,0.967893
3.55,69.8148,-1.23196,9.03403,4,-0.0706586,0.240239,0.968139
